"","ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","diffexpres.modsed","SYMBOL","GENENAME","ENTREZID","delabel"
"30","ENSG00000003400",63.2624254509143,-0.0969661986116552,0.151700418551998,-0.639195326797454,0.522695871844094,0.999437373052416,"NO","CASP10","caspase 10","843",NA
"31","ENSG00000003402",2660.91622636441,-0.157238792899906,0.096115261469053,-1.63593991730994,0.101852162658412,0.999437373052416,"NO","CFLAR","CASP8 and FADD like apoptosis regulator","8837",NA
"32","ENSG00000003436",239.158608888489,0.0563792241649259,0.121515644435485,0.463966795607612,0.64267153527916,0.999437373052416,"NO","TFPI","tissue factor pathway inhibitor","7035",NA
"33","ENSG00000003509",372.301837523029,0.0272084244312021,0.071669755918967,0.379636069389788,0.704215582342077,0.999437373052416,"NO","NDUFAF7","NADH:ubiquinone oxidoreductase complex assembly factor 7","55471",NA
"34","ENSG00000003756",992.101290676236,-0.0571816401924049,0.0896826008496944,-0.637600154886674,0.523733994826898,0.999437373052416,"NO","RBM5","RNA binding motif protein 5","10181",NA
"35","ENSG00000003989",6718.46839868475,0.0195417824456855,0.0735365144975715,0.265742571281793,0.790437474659877,0.999437373052416,"NO","SLC7A2","solute carrier family 7 member 2","6542",NA
"36","ENSG00000004059",1005.44864687164,0.0280166720548237,0.0760475915090557,0.368409722107865,0.712567749282057,0.999437373052416,"NO","ARF5","ARF GTPase 5","381",NA
"37","ENSG00000004139",146.720259187439,0.0701793928990251,0.0908514524031193,0.772463081686688,0.439840204583133,0.999437373052416,"NO","SARM1","sterile alpha and TIR motif containing 1","23098",NA
"38","ENSG00000004142",4455.85521542016,0.0473889133325986,0.0506188273531363,0.936191449122191,0.349174624989175,0.999437373052416,"NO","POLDIP2","DNA polymerase delta interacting protein 2","26073",NA
"39","ENSG00000004399",481.61866272321,0.00860028085592992,0.0946354507971742,0.0908780037869986,0.927589528291747,0.999437373052416,"NO","PLXND1","plexin D1","23129",NA
"40","ENSG00000004455",875.101375673438,0.0608335936516583,0.052847959924844,1.15110580877996,0.249688708570984,0.999437373052416,"NO","AK2","adenylate kinase 2","204",NA
"41","ENSG00000004468",1482.73073429066,0.0607844194362839,0.120795721831797,0.503200101084072,0.614823593752805,0.999437373052416,"NO","CD38","CD38 molecule","952",NA
"42","ENSG00000004478",1046.53919009176,0.0815379775521626,0.0694473114650389,1.17409840398516,0.24035561268608,0.999437373052416,"NO","FKBP4","FKBP prolyl isomerase 4","2288",NA
"43","ENSG00000004487",858.770109374784,0.00681686170034503,0.0403793356107729,0.168820551334835,0.865937792716026,0.999437373052416,"NO","KDM1A","lysine demethylase 1A","23028",NA
"44","ENSG00000004534",492.953268149561,-0.0913968401555575,0.0943378068267167,-0.968825153243585,0.332632434397451,0.999437373052416,"NO","RBM6","RNA binding motif protein 6","10180",NA
"45","ENSG00000004700",408.519807576098,-0.0155790931098104,0.0547498257983093,-0.284550551214567,0.775988500013709,0.999437373052416,"NO","RECQL","RecQ like helicase","5965",NA
"46","ENSG00000004766",464.208301639907,-0.031823891707136,0.0471508493720271,-0.674937824683514,0.499715267887953,0.999437373052416,"NO","VPS50","VPS50 subunit of EARP/GARPII complex","55610",NA
"47","ENSG00000004776",17079.3845054557,-0.053033243923532,0.174255460506973,-0.304341934360272,0.760867400382854,0.999437373052416,"NO","HSPB6","heat shock protein family B (small) member 6","126393",NA
"48","ENSG00000004777",27.7778276934007,-0.0415951090772964,0.219164454280892,-0.189789485771201,0.849474095291999,0.999437373052416,"NO","ARHGAP33","Rho GTPase activating protein 33","115703",NA
"49","ENSG00000004779",2048.78099244733,0.07899850197524,0.0656241233403805,1.20380277791277,0.228665815766536,0.999437373052416,"NO","NDUFAB1","NADH:ubiquinone oxidoreductase subunit AB1","4706",NA
"50","ENSG00000004799",5997.19691039715,0.455652126486947,0.309370216048829,1.47283772919831,0.140794796218891,0.999437373052416,"NO","PDK4","pyruvate dehydrogenase kinase 4","5166",NA
"51","ENSG00000004848",377.598797083243,-0.059911633495215,0.0756315764111482,-0.792151060947394,0.428272600221942,0.999437373052416,"NO","ARX","aristaless related homeobox","170302",NA
"52","ENSG00000004864",80.1592349281489,-0.0430509037234872,0.105911223157054,-0.406481036099903,0.684389188143441,0.999437373052416,"NO","SLC25A13","solute carrier family 25 member 13","10165",NA
"53","ENSG00000004866",185.275307734008,0.0647004490300051,0.0712069991550077,0.908624851458228,0.3635481839624,0.999437373052416,"NO","ST7","suppression of tumorigenicity 7","7982",NA
"54","ENSG00000004897",1131.45107935879,-0.00794081940651723,0.0569976613916646,-0.139318337149856,0.889198600237814,0.999437373052416,"NO","CDC27","cell division cycle 27","996",NA
"55","ENSG00000004961",980.864034284077,0.105486600359902,0.0745207437426978,1.41553338120353,0.156912168227229,0.999437373052416,"NO","HCCS","holocytochrome c synthase","3052",NA
"56","ENSG00000004975",235.69319044786,-0.0265613080954329,0.0630590326385955,-0.421213377116983,0.67359927700183,0.999437373052416,"NO","DVL2","dishevelled segment polarity protein 2","1856",NA
"57","ENSG00000005007",1228.03358053908,0.000818298189870593,0.0906187018231633,0.00903012483524042,0.992795100730341,0.999437373052416,"NO","UPF1","UPF1 RNA helicase and ATPase","5976",NA
"58","ENSG00000005020",228.913298700096,-0.124640060074656,0.215150532735184,-0.579315600524533,0.562376240929456,0.999437373052416,"NO","SKAP2","src kinase associated phosphoprotein 2","8935",NA
"59","ENSG00000005022",284.292179978042,0.0211089003569514,0.0977615997940752,0.21592220668867,0.829048386944033,0.999437373052416,"NO","SLC25A5","solute carrier family 25 member 5","292",NA
"60","ENSG00000005073",123.488216571824,0.0592279072411072,0.1100546823773,0.538167990327356,0.590461076699438,0.999437373052416,"NO","HOXA11","homeobox A11","3207",NA
"61","ENSG00000005075",580.333123472862,0.0751364653526142,0.0812574904353069,0.924671251229868,0.355136937966778,0.999437373052416,"NO","POLR2J","RNA polymerase II subunit J","5439",NA
"62","ENSG00000005100",247.205777186347,-0.0090249610253005,0.0635648425724984,-0.1419803882155,0.887095496678141,0.999437373052416,"NO","DHX33","DEAH-box helicase 33","56919",NA
"63","ENSG00000005102",75.8440047847754,-0.0770263398222667,0.135029728159871,-0.570439864405785,0.568379398070096,0.999437373052416,"NO","MEOX1","mesenchyme homeobox 1","4222",NA
"64","ENSG00000005156",431.167509653164,-0.0300176130740361,0.0635234455622545,-0.472543842802388,0.636538655423087,0.999437373052416,"NO","LIG3","DNA ligase 3","3980",NA
"65","ENSG00000005175",750.610059398245,0.0276306192881463,0.0578256526300824,0.477826328479208,0.632773820280529,0.999437373052416,"NO","RPAP3","RNA polymerase II associated protein 3","79657",NA
"66","ENSG00000005187",28.6465350924942,0.0547926200902472,0.179116103536568,0.305905605405607,0.759676517931079,0.999437373052416,"NO","ACSM3","acyl-CoA synthetase medium chain family member 3","6296",NA
"67","ENSG00000005194",384.146191036387,0.127198068327472,0.0694253444113031,1.83215610100399,0.0669281670811743,0.999437373052416,"NO","CIAPIN1","cytokine induced apoptosis inhibitor 1","57019",NA
"68","ENSG00000005206",267.734233624882,-0.00905276998513132,0.095289586457025,-0.0950027208819304,0.924312665746603,0.999437373052416,"NO","SPPL2B","signal peptide peptidase like 2B","56928",NA
"69","ENSG00000005238",177.835198187734,0.019411844850975,0.0911791167190306,0.212897926076569,0.831406580054221,0.999437373052416,"NO","ATOSB","atos homolog B","80256",NA
"70","ENSG00000005243",551.309201846495,0.0217197801459678,0.0800424313019091,0.271353328387087,0.786119294317875,0.999437373052416,"NO","COPZ2","COPI coat complex subunit zeta 2","51226",NA
"71","ENSG00000005249",61.2183014977744,0.0706752618337203,0.152362819457062,0.463861604068293,0.64274690332025,0.999437373052416,"NO","PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta","5577",NA
"72","ENSG00000005302",658.808166381645,-0.0574731702088296,0.0888128900472995,-0.647126449530252,0.517550108355295,0.999437373052416,"NO","MSL3","MSL complex subunit 3","10943",NA
"73","ENSG00000005339",1725.35338653357,-0.0932512988018977,0.0745278712832219,-1.25122718784658,0.210851601629422,0.999437373052416,"NO","CREBBP","CREB binding protein","1387",NA
"74","ENSG00000005379",179.44274813762,-0.0657411014069937,0.099406231075909,-0.661337832603192,0.508395684396643,0.999437373052416,"NO","TSPOAP1","TSPO associated protein 1","9256",NA
"75","ENSG00000005436",787.481513030199,-0.120303862986881,0.0948887004492829,-1.26784182328624,0.204854443171016,0.999437373052416,"NO","GCFC2","GC-rich sequence DNA-binding factor 2","6936",NA
"76","ENSG00000005469",284.228832882476,0.0376522716467218,0.0548589398158099,0.686347052515782,0.492494284415844,0.999437373052416,"NO","CROT","carnitine O-octanoyltransferase","54677",NA
"77","ENSG00000005471",219.371879530153,-0.137706560847175,0.123402934312994,-1.11590993855869,0.264460687186076,0.999437373052416,"NO","ABCB4","ATP binding cassette subfamily B member 4","5244",NA
"78","ENSG00000005483",839.36657665819,-0.0716851151228275,0.0626172119611977,-1.14481486603474,0.252285855851287,0.999437373052416,"NO","KMT2E","lysine methyltransferase 2E (inactive)","55904",NA
"79","ENSG00000005486",166.788670394464,0.00893071735183038,0.0877555417092239,0.101768129714498,0.918940723079647,0.999437373052416,"NO","RHBDD2","rhomboid domain containing 2","57414",NA
"80","ENSG00000005700",2532.56740526063,0.00365079985030046,0.0693264668554037,0.0526609823909683,0.958002027406472,0.999437373052416,"NO","IBTK","inhibitor of Bruton tyrosine kinase","25998",NA
"81","ENSG00000005801",176.877331224783,-0.0682629832804395,0.0655124826807324,-1.04198437438421,0.297418923475133,0.999437373052416,"NO","ZNF195","zinc finger protein 195","7748",NA
"82","ENSG00000005810",1116.84792563921,-0.0545836926562528,0.0970288565348501,-0.56255112762921,0.573740579306143,0.999437373052416,"NO","MYCBP2","MYC binding protein 2","23077",NA
"83","ENSG00000005812",986.784514715534,0.0443464891258242,0.0667547261196346,0.664319842258787,0.506485624005316,0.999437373052416,"NO","FBXL3","F-box and leucine rich repeat protein 3","26224",NA
"84","ENSG00000005844",29.9347611453766,0.313380206911731,0.339684565180624,0.922562397691205,0.356235298950831,0.999437373052416,"NO","ITGAL","integrin subunit alpha L","3683",NA
"85","ENSG00000005882",4189.42244943026,0.0772186446025721,0.0769359568276158,1.00367432584987,0.315535616046554,0.999437373052416,"NO","PDK2","pyruvate dehydrogenase kinase 2","5164",NA
"86","ENSG00000005884",143.084683952982,-0.00631161239592648,0.12449209066225,-0.0506989027363195,0.959565451016117,0.999437373052416,"NO","ITGA3","integrin subunit alpha 3","3675",NA
"87","ENSG00000005889",919.769099496181,-0.0723058261105383,0.0685359408995752,-1.05500595981439,0.291422599026271,0.999437373052416,"NO","ZFX","zinc finger protein X-linked","7543",NA
"88","ENSG00000005893",4166.97366445709,0.0590765603606482,0.071988598234028,0.820637737223276,0.411852645648065,0.999437373052416,"NO","LAMP2","lysosomal associated membrane protein 2","3920",NA
"89","ENSG00000005981",1228.02066219825,0.0480642611866634,0.106461373120132,0.451471362598593,0.651649860332698,0.999437373052416,"NO","ASB4","ankyrin repeat and SOCS box containing 4","51666",NA
"90","ENSG00000006007",2378.75715156456,0.0360554719906276,0.0740067389490808,0.487191740949901,0.626122457666283,0.999437373052416,"NO","GDE1","glycerophosphodiester phosphodiesterase 1","51573",NA
"91","ENSG00000006015",595.40111559364,0.040858047682106,0.0698052012152999,0.585315233976444,0.558335773403422,0.999437373052416,"NO","REX1BD","required for excision 1-B domain containing","55049",NA
"92","ENSG00000006016",189.989655254655,0.0156691344229465,0.0989673918412342,0.158326233837538,0.874199737236389,0.999437373052416,"NO","CRLF1","cytokine receptor like factor 1","9244",NA
"93","ENSG00000006025",331.711962607222,0.0137031140605741,0.154617352459699,0.088625977890456,0.929379161947605,0.999437373052416,"NO","OSBPL7","oxysterol binding protein like 7","114881",NA
"94","ENSG00000006047",66.7482369345554,-0.114029626862489,0.282648045272739,-0.403433276011008,0.686629511247624,0.999437373052416,"NO","YBX2","Y-box binding protein 2","51087",NA
"95","ENSG00000006062",279.856665714545,0.0316624557782945,0.115296698017988,0.274617194790389,0.783610354536761,0.999437373052416,"NO","MAP3K14","mitogen-activated protein kinase kinase kinase 14","9020",NA
"96","ENSG00000006071",30.0559361731839,-0.432030248035703,0.276072813389049,-1.56491413526791,0.117603043845395,0.999437373052416,"NO","ABCC8","ATP binding cassette subfamily C member 8","6833",NA
"97","ENSG00000006118",51.8639911240171,0.156896023447854,0.11930076491617,1.31513007111145,0.188466191819343,0.999437373052416,"NO","TMEM132A","transmembrane protein 132A","54972",NA
"98","ENSG00000006125",2067.24293349608,0.089737592090936,0.0397423949197564,2.2579814898454,0.0239468134726462,0.999437373052416,"NO","AP2B1","adaptor related protein complex 2 subunit beta 1","163",NA
"99","ENSG00000006194",328.717200149723,-0.0211610438004945,0.0458159401365815,-0.461870775485813,0.644173992581125,0.999437373052416,"NO","ZNF263","zinc finger protein 263","10127",NA
"100","ENSG00000006210",104.00081663145,0.131454374907867,0.110710776836417,1.18736746922209,0.235082705762157,0.999437373052416,"NO","CX3CL1","C-X3-C motif chemokine ligand 1","6376",NA
"101","ENSG00000006282",532.050692928357,0.115494490248451,0.144315808901253,0.800289941398435,0.423542829502367,0.999437373052416,"NO","SPATA20","spermatogenesis associated 20","64847",NA
"102","ENSG00000006327",98.0855938185704,-0.359119868020699,0.292201040722668,-1.22901638930692,0.219065661213215,0.999437373052416,"NO","TNFRSF12A","TNF receptor superfamily member 12A","51330",NA
"103","ENSG00000006432",57.2784659168708,-0.0170808882297428,0.137332562683665,-0.124376097670931,0.901017497678046,0.999437373052416,"NO","MAP3K9","mitogen-activated protein kinase kinase kinase 9","4293",NA
"104","ENSG00000006451",498.801043756061,0.107681421775384,0.0641473029430393,1.67865860036238,0.0932185987475637,0.999437373052416,"NO","RALA","RAS like proto-oncogene A","5898",NA
"105","ENSG00000006453",56.0439485584897,-0.248073530120026,0.123422791680612,-2.00994910860532,0.044436575400963,0.999437373052416,"NO","BAIAP2L1","BAR/IMD domain containing adaptor protein 2 like 1","55971",NA
"106","ENSG00000006459",929.612257198146,-0.00747747091187231,0.0523385214737448,-0.14286744641083,0.886394868788324,0.999437373052416,"NO","KDM7A","lysine demethylase 7A","80853",NA
"107","ENSG00000006530",172.291410799053,-0.0510511401314358,0.0656803975181105,-0.777266004173606,0.437001847714314,0.999437373052416,"NO","AGK","acylglycerol kinase","55750",NA
"108","ENSG00000006576",6085.66453630949,0.0711521574431094,0.112495322685029,0.632489918201536,0.5270667942553,0.999437373052416,"NO","PHTF2","putative homeodomain transcription factor 2","57157",NA
"109","ENSG00000006607",331.482772692045,0.0580078828991846,0.0562275402645005,1.03166317833412,0.302229932594824,0.999437373052416,"NO","FARP2","FERM, ARH/RhoGEF and pleckstrin domain protein 2","9855",NA
"110","ENSG00000006625",287.305087009209,0.0665391717706053,0.0743110163153915,0.895414637961606,0.37056547858587,0.999437373052416,"NO","GGCT","gamma-glutamylcyclotransferase","79017",NA
"111","ENSG00000006652",506.216863736529,-0.0148828491933094,0.0965106440326595,-0.154209407081285,0.877444625137267,0.999437373052416,"NO","IFRD1","interferon related developmental regulator 1","3475",NA
"112","ENSG00000006695",1025.28851013957,-0.00843878706215504,0.0850260631650104,-0.0992494153913471,0.920940240698954,0.999437373052416,"NO","COX10","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10","1352",NA
"113","ENSG00000006704",588.654444819348,-0.0165097678151081,0.0756294877887437,-0.21829802498762,0.827196913187466,0.999437373052416,"NO","GTF2IRD1","GTF2I repeat domain containing 1","9569",NA
"114","ENSG00000006712",655.452085988095,-0.0562639741501162,0.0502594225472176,-1.11947116179573,0.262939187037761,0.999437373052416,"NO","PAF1","PAF1 homolog, Paf1/RNA polymerase II complex component","54623",NA
"115","ENSG00000006715",271.116350691003,0.0141828678155434,0.0537719807144563,0.26375944547883,0.791965286031157,0.999437373052416,"NO","VPS41","VPS41 subunit of HOPS complex","27072",NA
"116","ENSG00000006740",92.993873166565,0.0554452692832436,0.149320175540062,0.371318002290774,0.710400691018561,0.999437373052416,"NO","ARHGAP44","Rho GTPase activating protein 44","9912",NA
"117","ENSG00000006744",1220.31262964336,0.0417364964423523,0.0531715555428552,0.784940294039611,0.432488575713978,0.999437373052416,"NO","ELAC2","elaC ribonuclease Z 2","60528",NA
"118","ENSG00000006757",743.650736449696,0.0289779412416293,0.0700619366467869,0.413604627969676,0.679163683369061,0.999437373052416,"NO","PNPLA4","patatin like phospholipase domain containing 4","8228",NA
"119","ENSG00000006788",152.372985450345,0.174868624209332,0.154780143757978,1.12978719339327,0.258565905816534,0.999437373052416,"NO","MYH13","myosin heavy chain 13","8735",NA
"120","ENSG00000006831",1555.56135931987,0.0507991306761951,0.0935535131661751,0.542995436055542,0.587132944788672,0.999437373052416,"NO","ADIPOR2","adiponectin receptor 2","79602",NA
"121","ENSG00000006837",60.5536364118604,-0.0259303296209032,0.0974627738789376,-0.266053679665555,0.790197867897525,0.999437373052416,"NO","CDKL3","cyclin dependent kinase like 3","51265",NA
"122","ENSG00000007047",1130.42448115009,0.0832569896961391,0.150579152500768,0.552911796310679,0.580323809456588,0.999437373052416,"NO","MARK4","microtubule affinity regulating kinase 4","57787",NA
"123","ENSG00000007080",757.130194189378,0.0413060685742791,0.070179379744945,0.588578421815625,0.55614411252253,0.999437373052416,"NO","CCDC124","coiled-coil domain containing 124","115098",NA
"124","ENSG00000007168",4019.66651118186,0.0124163175637502,0.0541245928298283,0.229402512140609,0.818556083816672,0.999437373052416,"NO","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1","5048",NA
"125","ENSG00000007202",2982.92147807569,0.0408117630834716,0.0671918440191757,0.607391621397152,0.543591047516949,0.999437373052416,"NO","BLTP2","bridge-like lipid transfer protein family member 2","9703",NA
"126","ENSG00000007237",240.178850765186,-0.204926744102538,0.136700132607349,-1.49909689327924,0.133848497451829,0.999437373052416,"NO","GAS7","growth arrest specific 7","8522",NA
"127","ENSG00000007255",125.30162632275,-0.0891806808289947,0.0996826759489076,-0.894645734377199,0.370976495640523,0.999437373052416,"NO","TRAPPC6A","trafficking protein particle complex subunit 6A","79090",NA
"128","ENSG00000007314",6364.09036228719,0.0229404340666841,0.0605491547776165,0.378872903361561,0.704782246747378,0.999437373052416,"NO","SCN4A","sodium voltage-gated channel alpha subunit 4","6329",NA
"129","ENSG00000007341",149.740747815865,-0.00737278573936474,0.0700703856177838,-0.105219711214113,0.91620147025306,0.999437373052416,"NO","ST7L","suppression of tumorigenicity 7 like","54879",NA
"130","ENSG00000007376",135.168951149304,-0.166122884956585,0.113314921836388,-1.46602832411114,0.142640570648937,0.999437373052416,"NO","RPUSD1","RNA pseudouridine synthase domain containing 1","113000",NA
"131","ENSG00000007384",195.384814283732,-0.00632375081354928,0.0693261220362495,-0.0912174318685054,0.92731982406901,0.999437373052416,"NO","RHBDF1","rhomboid 5 homolog 1","64285",NA
"132","ENSG00000007392",191.192196135982,-0.0804101170244321,0.120903222809174,-0.665078359005752,0.50600037553757,0.999437373052416,"NO","LUC7L","LUC7 like","55692",NA
"133","ENSG00000007402",60.0117987809212,0.0917834202284563,0.116284030779417,0.789303738555153,0.429934502092283,0.999437373052416,"NO","CACNA2D2","calcium voltage-gated channel auxiliary subunit alpha2delta 2","9254",NA
"134","ENSG00000007516",122.661701107764,-0.0203189614885402,0.077592989208309,-0.261865945568757,0.793424795169663,0.999437373052416,"NO","BAIAP3","BAI1 associated protein 3","8938",NA
"135","ENSG00000007520",767.66651763836,0.0299442587728844,0.0740774815437127,0.404228898565004,0.686044404826734,0.999437373052416,"NO","TSR3","TSR3 ribosome maturation factor","115939",NA
"136","ENSG00000007541",204.313205643964,-0.0356249968712435,0.0877898148689942,-0.405798746977716,0.684890479421886,0.999437373052416,"NO","PIGQ","phosphatidylinositol glycan anchor biosynthesis class Q","9091",NA
"137","ENSG00000007545",253.616377933312,-0.143466622825242,0.0619665603789726,-2.31522650196871,0.0206005396170368,0.999437373052416,"NO","CRAMP1","cramped chromatin regulator homolog 1","57585",NA
"138","ENSG00000007866",451.924017604452,0.0211451043019963,0.0728848253401246,0.290116690316818,0.771726967620037,0.999437373052416,"NO","TEAD3","TEA domain transcription factor 3","7005",NA
"139","ENSG00000007923",910.096578594703,0.0519038681324037,0.0606212285594866,0.856199542070832,0.391887415849343,0.999437373052416,"NO","DNAJC11","DnaJ heat shock protein family (Hsp40) member C11","55735",NA
"140","ENSG00000007933",86.5892613807172,0.0697078080978365,0.146271971663636,0.476562989511998,0.633673343344231,0.999437373052416,"NO","FMO3","flavin containing dimethylaniline monoxygenase 3","2328",NA
"141","ENSG00000007944",1127.72353744616,0.0346945560741653,0.0974945848858198,0.355861365170154,0.721944390376549,0.999437373052416,"NO","MYLIP","myosin regulatory light chain interacting protein","29116",NA
"142","ENSG00000008018",1489.27376760873,0.0355105369314446,0.0508303998193383,0.698608255249936,0.484796883222709,0.999437373052416,"NO","PSMB1","proteasome 20S subunit beta 1","5689",NA
"143","ENSG00000008083",385.954534197023,-0.140899234524414,0.0919993622658943,-1.53152403510353,0.125639930877043,0.999437373052416,"NO","JARID2","jumonji and AT-rich interaction domain containing 2","3720",NA
"144","ENSG00000008086",97.1898352833453,-0.133237557923618,0.118733912004064,-1.12215251459968,0.261797598689593,0.999437373052416,"NO","CDKL5","cyclin dependent kinase like 5","6792",NA
"145","ENSG00000008128",153.556377182037,-0.0660185067593023,0.0747590674697283,-0.883083604353877,0.377191101977643,0.999437373052416,"NO","CDK11A","cyclin dependent kinase 11A","728642",NA
"146","ENSG00000008130",193.671520545158,0.0043469029745805,0.0728693404879575,0.0596533870825807,0.95243169729722,0.999437373052416,"NO","NADK","NAD kinase","65220",NA
"147","ENSG00000008226",127.838330314858,0.0781883382000383,0.0843398586662005,0.927062713129405,0.353893974238414,0.999437373052416,"NO","DLEC1","DLEC1 cilia and flagella associated protein","9940",NA
