"","SYMBOL","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000146376","ARHGAP18",0.269752740028468,4.39772458097971,3.61080850124852,0.00232983205654616,0.678914239556367,-2.27842162300253
"ENSG00000116983","HPCAL4",-0.530724937595428,2.45367571384663,-3.59110298084409,0.00242908539116202,0.678914239556367,-2.80269426842029
"ENSG00000139767","SRRM4",-1.39345756985701,-1.39583633419732,-3.57098181456104,0.00253479534957114,0.678914239556367,-4.01175411890055
"ENSG00000005379","TSPOAP1",-0.386225396956595,4.00602346543596,-3.56743352086906,0.00255390813891864,0.678914239556367,-2.33087830775923
"ENSG00000111696","NT5DC3",-0.446597125284887,2.21575163692551,-3.56161240691944,0.002585575742665,0.678914239556367,-2.97158469544722
"ENSG00000124140","SLC12A5",-1.09887391318867,-2.80561243279128,-3.56031206181259,0.00259270321014752,0.678914239556367,-4.21290821208783
"ENSG00000163827","LRRC2",-0.944648924131935,-1.96620861853929,-3.55844809038488,0.00260295427305663,0.678914239556367,-4.16203585143125
"ENSG00000137571","SLCO5A1",-1.00565654832951,-1.86906639342783,-3.55256351204363,0.00263558335707273,0.678914239556367,-4.18039379055236
"ENSG00000007968","E2F2",0.367609008963004,1.57556633299347,3.53990041967911,0.00270718990834679,0.678914239556367,-3.4035235298047
"ENSG00000196415","PRTN3",-1.13869994858681,-0.9032908321513,-3.51460613792273,0.00285608740252669,0.678914239556367,-4.07341548337005
"ENSG00000244398","RPL36AP37",2.26549023102078,2.51912449657652,3.50387690245338,0.00292168802630602,0.678914239556367,-3.39190021223073
"ENSG00000204634","TBC1D8",0.252576694665732,5.2323376192092,3.49520207679389,0.00297582430471086,0.678914239556367,-2.25113812751185
"ENSG00000144554","FANCD2",-0.398422269514793,2.9798158152787,-3.49424889046103,0.00298183341569779,0.678914239556367,-2.776618551713
"ENSG00000131730","CKMT2",-0.873355508113004,-2.13188137872606,-3.49303798364907,0.0029894847020652,0.678914239556367,-4.23248039001438
"ENSG00000135363","LMO2",0.323387893091339,6.11971816720294,3.43806172224231,0.00335825719711074,0.678914239556367,-2.22185465922224
"ENSG00000006756","ARSD",0.272799408006835,5.55907723549567,3.42444838077302,0.00345636035269794,0.678914239556367,-2.27981581779214
"ENSG00000164733","CTSB",0.314599254121497,8.55979729576825,3.42384404197792,0.00346078092430818,0.678914239556367,-2.18279861380873
"ENSG00000181631","P2RY13",0.292962593572222,5.7822166822169,3.39600363436372,0.00367063646328575,0.678914239556367,-2.30379122157474
"ENSG00000178297","TMPRSS9",-1.01272014044539,-2.40236080822203,-3.39003019603922,0.00371728496619557,0.678914239556367,-4.27222782418519
"ENSG00000135838","NPL",0.284921183775504,5.25827849901212,3.38973925935597,0.00371957196286675,0.678914239556367,-2.38219581060785
"ENSG00000133106","EPSTI1",0.381433900883468,5.53531247323526,3.38596554676966,0.00374936331262162,0.678914239556367,-2.33347849497826
"ENSG00000126215","XRCC3",-0.426033948777668,3.32627687602023,-3.36702312300212,0.00390252047221352,0.678914239556367,-2.72074790310688
"ENSG00000196220","SRGAP3",-0.333668976612606,2.0097381369881,-3.36425291646355,0.00392543322589109,0.678914239556367,-3.19820606994753
"ENSG00000156510","HKDC1",-0.483465718080645,1.97802087619371,-3.35762810375524,0.00398077072499953,0.678914239556367,-3.15601631497294
"ENSG00000138119","MYOF",0.304920221602314,5.62642811400319,3.35761582333026,0.00398087401956086,0.678914239556367,-2.3516564659855
"ENSG00000197712","FAM114A1",0.472172392150681,1.16008701117809,3.35675592751948,0.00398811349283855,0.678914239556367,-3.64765683579609
"ENSG00000235194","PPP1R3E",-0.372319081528818,2.53747900488749,-3.34702910665514,0.00407091871718567,0.678914239556367,-2.99739075373321
"ENSG00000187210","GCNT1",0.381647786673172,4.46525637800321,3.34191279098945,0.00411515638705123,0.678914239556367,-2.56854153315572
"ENSG00000172146","OR1A1",-0.856500602194514,-2.29115230656707,-3.33788682132832,0.00415030133455868,0.678914239556367,-4.27216173161107
"ENSG00000185432","TMT1A",0.244024669809653,6.58128657108489,3.33517041974774,0.00417418229137329,0.678914239556367,-2.31660620090098
"ENSG00000096968","JAK2",0.306170748472368,6.58392405103614,3.3346971840712,0.00417835660365677,0.678914239556367,-2.32071972115695
"ENSG00000173480","ZNF417",-0.448789594914211,3.01645101674393,-3.33085814327525,0.00421237327452414,0.678914239556367,-2.85185045772769
"ENSG00000105576","TNPO2",-0.215633720330577,4.65868136228938,-3.32580974490728,0.00425752385264536,0.678914239556367,-2.462963851377
"ENSG00000179344","HLA-DQB1",4.32945202227269,3.44134667655235,3.31595246600523,0.00434706969239955,0.678914239556367,-3.38840341508784
"ENSG00000135709","KIAA0513",0.248594851831539,6.61790976556636,3.30542201425164,0.00444479251923276,0.678914239556367,-2.35477065188575
"ENSG00000121904","CSMD2",-1.1156030438343,-2.7775613419717,-3.30399662924503,0.00445818621324887,0.678914239556367,-4.30641681154982
"ENSG00000196187","TMEM63A",-0.234223004683007,6.54303762813147,-3.3031701211208,0.00446597083085651,0.678914239556367,-2.34759990365732
"ENSG00000105048","TNNT1",0.836032068539963,2.43035008451516,3.29946010617846,0.00450108041014269,0.678914239556367,-3.37752946133322
"ENSG00000110888","CAPRIN2",-0.33548549914925,3.38887419765931,-3.29692967331048,0.00452518367490194,0.678914239556367,-2.78809444237656
"ENSG00000204103","MAFB",0.370486104059076,6.62016002399793,3.29532709849907,0.00454051480497958,0.678914239556367,-2.37367566862275
"ENSG00000143127","ITGA10",-0.680192903614628,-0.633841412470111,-3.28960187775932,0.00459570658345313,0.678914239556367,-4.00737413490039
"ENSG00000172551","MUCL1",-1.10373179776356,-3.03106714904264,-3.28474381817843,0.00464305917159322,0.678914239556367,-4.27265016139134
"ENSG00000166401","SERPINB8",0.264664911488035,5.51845544392717,3.28055330561414,0.00468429263601549,0.678914239556367,-2.45962689226864
"ENSG00000113273","ARSB",0.211480220771772,4.99355407739169,3.27025857433406,0.00478713431412516,0.678914239556367,-2.52541415964988
"ENSG00000162551","ALPL",0.924659313164204,0.283842250880234,3.26472746361291,0.00484330757941489,0.678914239556367,-3.92108387798143
"ENSG00000160917","CPSF4",-0.175707204545959,4.38687802382019,-3.26140842017308,0.00487732773259254,0.678914239556367,-2.56986301986
"ENSG00000180263","FGD6",0.415212509461799,3.35066036204173,3.25972252478347,0.0048946985063646,0.678914239556367,-2.978525134772
"ENSG00000134046","MBD2",0.205788207061273,7.28492240896324,3.25935264722082,0.00489851774600614,0.678914239556367,-2.39372985021804
"ENSG00000182022","CHST15",0.301093071693035,6.69353577506288,3.25778633393989,0.00491472368242256,0.678914239556367,-2.41503558372859
"ENSG00000133216","EPHB2",0.619210647685773,3.21536074004443,3.25377042754703,0.00495651697358138,0.678914239556367,-3.08334644967989
"ENSG00000136250","AOAH",0.215428954236901,7.99073979873149,3.25077922307216,0.00498787431642948,0.678914239556367,-2.39691866841516
"ENSG00000132613","MTSS2",0.647439622500736,1.42131194003932,3.2369754965686,0.00513513951165354,0.678914239556367,-3.59176732161022
"ENSG00000083290","ULK2",0.319738880494762,5.0743736141687,3.22741354986037,0.00523966077145129,0.678914239556367,-2.56572588743973
"ENSG00000004799","PDK4",0.364227555612185,5.29520572124362,3.22053266184188,0.00531617238207683,0.678914239556367,-2.57801288797563
"ENSG00000266338","NBPF15",-0.354646554969845,4.24790559169323,-3.21525283452653,0.00537562787263246,0.678914239556367,-2.6479361481466
"ENSG00000171208","NETO2",0.38861297956868,3.21059913154562,3.21170841276242,0.00541590879913464,0.678914239556367,-3.07075110590473
"ENSG00000105270","CLIP3",-0.565289750978648,0.75898218865479,-3.20710984422204,0.00546861379493853,0.678914239556367,-3.61610803533896
"ENSG00000135218","CD36",0.348016390513596,8.16678987833549,3.20613283989402,0.00547987641400298,0.678914239556367,-2.45379764393547
"ENSG00000112782","CLIC5",-0.463675525641625,1.12421278800166,-3.20016048128753,0.00554922311483601,0.678914239556367,-3.55765792050399
"ENSG00000167615","LENG8",-0.725528634869094,5.99700715837846,-3.18702702313724,0.00570477770013127,0.678914239556367,-2.54346099341746
"ENSG00000291738","MUC16",-1.43731545032917,-2.76867539364832,-3.18537040546932,0.00572470172619626,0.678914239556367,-4.28198786042775
"ENSG00000106605","BLVRA",0.23882763044018,5.58141094399569,3.17563381391803,0.00584319662896486,0.678914239556367,-2.56807444405575
"ENSG00000243708","PLA2G4B",-0.659248631441058,1.52957796521513,-3.16757138214151,0.00594314327203195,0.678914239556367,-3.33349010609601
"ENSG00000087303","NID2",-0.712533364815467,-0.706330413196504,-3.16675396494709,0.00595336998739163,0.678914239556367,-4.02265137530217
"ENSG00000107611","CUBN",-0.530354556771627,1.46875802048121,-3.14874071771245,0.00618318387885165,0.678914239556367,-3.47393183872251
"ENSG00000142303","ADAMTS10",-0.300285012884797,3.48670465607013,-3.14802080315176,0.00619254782589314,0.678914239556367,-2.86388979477889
"ENSG00000187961","KLHL17",-0.406825793398118,2.03244195902093,-3.14641061990707,0.00621354206262162,0.678914239556367,-3.29714405206328
"ENSG00000165995","CACNB2",-0.44523786020068,0.698914560911534,-3.1395076415859,0.00630434247896819,0.678914239556367,-3.74690362680379
"ENSG00000125810","CD93",0.353473623536008,8.30950708673155,3.13832090011738,0.00632008360797955,0.678914239556367,-2.53727471897256
"ENSG00000168672","LRATD2",-0.295164443749075,3.65207727419039,-3.13359443792106,0.00638316068013518,0.678914239556367,-2.82716997648648
"ENSG00000105835","NAMPT",0.319811378600675,6.56085259037146,3.13356717542581,0.00638352630224747,0.678914239556367,-2.5742601027398
"ENSG00000100346","CACNA1I",-0.377147056990415,3.63792930667742,-3.13319743450216,0.00638848699712298,0.678914239556367,-2.85159071572764
"ENSG00000106404","CLDN15",-0.427764510623018,3.08834009444883,-3.13130463013948,0.00641394158759088,0.678914239556367,-3.00823763328462
"ENSG00000118855","MFSD1",0.242218371049454,7.21907287633789,3.12241719551582,0.00653480029765779,0.678914239556367,-2.56443712787314
"ENSG00000070614","NDST1",0.398857040369576,6.07733090738894,3.12032017865038,0.00656364213884292,0.678914239556367,-2.61079441996314
"ENSG00000179698","WDR97",-0.472686800402524,-0.299892155763759,-3.11958829699445,0.00657373768163147,0.678914239556367,-3.99168736876248
"ENSG00000165819","METTL3",-0.175592555666299,4.56656470476001,-3.11652225482907,0.00661619668261516,0.678914239556367,-2.70229335943967
"ENSG00000101160","CTSZ",0.243507686436685,8.98972084505082,3.11291483205526,0.00666649799293495,0.678914239556367,-2.56723534537014
"ENSG00000166971","AKTIP",-0.211891709233066,4.78908503398437,-3.11082880200733,0.00669575653962676,0.678914239556367,-2.68455123631933
"ENSG00000071189","SNX13",0.238938053928688,4.85328005522966,3.10993637062806,0.00670831223680542,0.678914239556367,-2.72627641460485
"ENSG00000162496","DHRS3",-0.309935353315806,4.07866604933002,-3.10246673377916,0.00681431425450918,0.678914239556367,-2.78780263290832
"ENSG00000196912","ANKRD36B",-0.658920782021672,0.501846944058476,-3.09959421696715,0.00685551482548643,0.678914239556367,-3.76302570153626
"ENSG00000133661","SFTPD",0.801557285563231,-0.537894320401532,3.09949563308217,0.00685693314994199,0.678914239556367,-4.14384951327644
"ENSG00000171643","S100Z",0.322188222381721,2.784562839113,3.09630296838271,0.00690302205852755,0.678914239556367,-3.26061965209188
"ENSG00000144935","TRPC1",-0.439269338247114,0.670612492867519,-3.09571082582757,0.00691160353395883,0.678914239556367,-3.71433848483169
"ENSG00000138621","PPCDC",0.281833709708779,3.05465170581333,3.09425438812373,0.00693275517895706,0.678914239556367,-3.14576209766169
"ENSG00000185324","CDK10",-0.213902722441896,4.30700734018272,-3.09294741399746,0.00695179028331455,0.678914239556367,-2.7645115640994
"ENSG00000007516","BAIAP3",-0.426150887890609,2.78069036502084,-3.09120788678462,0.00697720481586892,0.678914239556367,-3.123375337074
"ENSG00000171105","INSR",0.350661774328236,4.16503941244427,3.08691746864689,0.00704027847201616,0.678914239556367,-2.89218226467618
"ENSG00000259330","INAFM2",0.261376529513677,5.60613674672633,3.08605690049267,0.00705299695002234,0.678914239556367,-2.67021836739797
"ENSG00000110848","CD69",-0.290834380206391,5.26416636210418,-3.07406162771333,0.00723264217291749,0.678914239556367,-2.67885463454427
"ENSG00000197629","MPEG1",0.298105606784722,10.1232253567986,3.0698291144613,0.00729709503981923,0.678914239556367,-2.62623488790592
"ENSG00000086548","CEACAM6",-0.661660320331133,0.970431791064192,-3.06110247548446,0.00743176769066146,0.678914239556367,-3.74902925309991
"ENSG00000179889","PDXDC1",0.399643908450919,4.55817115139378,3.06070833555918,0.00743790737915442,0.678914239556367,-2.86388853236359
"ENSG00000152778","IFIT5",0.438954852878396,4.50630744266893,3.04391249144711,0.00770421462247273,0.678914239556367,-2.86767670786929
"ENSG00000148926","ADM",0.520927668125388,2.15800303213359,3.04233722627915,0.00772966529988097,0.678914239556367,-3.56177283650716
"ENSG00000172005","MAL",-0.252953090356598,5.6924681661947,-3.03923386055571,0.0077800458127662,0.678914239556367,-2.69513316571133
"ENSG00000134243","SORT1",0.262269950706129,6.43988372534674,3.03653141541072,0.00782417959137651,0.678914239556367,-2.68821458438657
"ENSG00000095303","PTGS1",0.336663952710258,6.26293161534766,3.03609584937181,0.00783131574999067,0.678914239556367,-2.70081328035388
"ENSG00000167604","NFKBID",-0.294255192758685,2.90292778086488,-3.03561680806433,0.00783917155182729,0.678914239556367,-3.1481446382928
"ENSG00000169291","SHE",-0.872722162962228,-0.125233353197199,-3.03409095942126,0.00786424542543607,0.678914239556367,-3.91296809104728
"ENSG00000120949","TNFRSF8",0.301753535578663,4.06739248323153,3.0255173530301,0.00800660024917504,0.678914239556367,-2.96687484789368
"ENSG00000128596","CCDC136",-0.55405616175237,1.30048892633047,-3.02296139679949,0.00804952488823652,0.678914239556367,-3.61009029074855
"ENSG00000163913","IFT122",-0.20929280700211,4.0096523432585,-3.01997933341748,0.00809989027527745,0.678914239556367,-2.9152112378469
"ENSG00000166313","APBB1",-0.261248714561459,5.66159390875602,-3.01602386127697,0.0081671720268657,0.678914239556367,-2.72423968972789
"ENSG00000122477","LRRC39",-0.663271305180667,-1.88880391522241,-3.01373430301144,0.00820636646754894,0.678914239556367,-4.24389142499368
"ENSG00000284814","ADCY4",-0.536447373948658,-0.447085203787012,-3.01170241996416,0.00824130389124124,0.678914239556367,-4.05494575280318
"ENSG00000141994","DUS3L",-0.266737440355704,4.55212980089004,-3.00932246822184,0.00828241125881292,0.678914239556367,-2.827450425979
"ENSG00000133858","ZFC3H1",-0.218225324096344,5.37686490067809,-3.0074475328754,0.00831493697091827,0.678914239556367,-2.75817928152776
"ENSG00000157107","FCHO2",0.285751795072275,3.60230373228508,3.00405286614747,0.00837414456425192,0.678914239556367,-3.10985586830985
"ENSG00000091436","MAP3K20",0.338625152454763,4.7925275806376,2.99484988255739,0.00853673834471403,0.678914239556367,-2.8859976206069
"ENSG00000177084","POLE",-0.272593386435822,4.63961411375606,-2.99481428996572,0.00853737312871109,0.678914239556367,-2.8427422228886
"ENSG00000242252","BGLAP",-0.778755064679291,-1.95296504926462,-2.99047851564528,0.00861504654242885,0.678914239556367,-4.23360752383127
"ENSG00000140450","ARRDC4",0.308280150917944,4.5837948693906,2.98959884388899,0.00863088951902085,0.678914239556367,-2.91495444409524
"ENSG00000204149","AGAP6",-0.408390164446902,3.02949630443011,-2.98767803234043,0.00866558254285423,0.678914239556367,-3.14001625259824
"ENSG00000223501","VPS52",-0.790201499987291,2.47709063758701,-2.98630437343819,0.0086904766140769,0.678914239556367,-3.21124727793053
"ENSG00000198053","SIRPA",0.31821903686287,7.68107984411247,2.98613632278897,0.00869352689701219,0.678914239556367,-2.72936538467307
"ENSG00000163803","PLB1",0.256518758030586,3.99496314111163,2.98518999714638,0.00871072316816659,0.678914239556367,-3.02825738458043
"ENSG00000179023","KLHDC7A",1.45690020054044,-2.10156827617289,2.98281301692464,0.00875406344659649,0.678914239556367,-4.35318645041699
"ENSG00000181982","CCDC149",0.292771904564105,4.47730685729368,2.98268471333004,0.00875640883162648,0.678914239556367,-2.93625793212354
"ENSG00000131584","ACAP3",-0.228203228531332,5.17343023653409,-2.97567244609808,0.00888553050821529,0.678914239556367,-2.80656226362764
"ENSG00000163660","CCNL1",-0.254915181892391,6.17486930014803,-2.97537099199189,0.00889112287663971,0.678914239556367,-2.76062443118182
"ENSG00000079385","CEACAM1",-0.356569654018745,1.50485742838917,-2.97398812794573,0.00891682089175987,0.678914239556367,-3.6297067064716
"ENSG00000163625","WDFY3",0.490567521892803,5.30586963132443,2.96979367646502,0.00899521152821754,0.678914239556367,-2.8780264948009
"ENSG00000178789","CD300LB",0.253803496017332,5.03652930789833,2.96770362358492,0.00903452353794443,0.678914239556367,-2.86546004484963
"ENSG00000157240","FZD1",0.373312193950545,4.93359964025716,2.96561904365148,0.00907389963494757,0.678914239556367,-2.89424242532997
"ENSG00000119979","DENND10",0.189140500041006,5.77228737021855,2.96375345888838,0.00910928107984095,0.678914239556367,-2.79920018839028
"ENSG00000284770","TBCE",-0.192153986763685,3.44130140422133,-2.96158116865038,0.00915064897956143,0.678914239556367,-3.09570240214788
"ENSG00000273889","FAM83H",1.04497630511047,1.45335375401742,2.96050689348303,0.00917117457662479,0.678914239556367,-3.85145821332828
"ENSG00000138834","MAPK8IP3",-0.29305763488374,5.80492070324666,-2.95686900764787,0.00924101589455663,0.678914239556367,-2.79507112405494
"ENSG00000129925","PGAP6",-0.24922392328054,6.57896989931802,-2.95534566238878,0.00927041546885565,0.678914239556367,-2.77563919680439
"ENSG00000141696","P3H4",-0.31270536882515,1.89459723926588,-2.95428359840929,0.00929096657702474,0.678914239556367,-3.50467354686738
"ENSG00000186205","MTARC1",0.235804793760872,4.86231955616333,2.95389723638907,0.00929845376293586,0.678914239556367,-2.90849571694063
"ENSG00000183281","PLGLB1",-0.49646672988253,1.44635529638298,-2.95286518066767,0.00931848251058351,0.678914239556367,-3.56721409527455
"ENSG00000131724","IL13RA1",0.290227620190186,7.06900113974051,2.95123993398214,0.00935010845004857,0.678914239556367,-2.7789174478383
"ENSG00000137831","UACA",0.57403890599458,1.93056235231087,2.9467289161363,0.00943843859457447,0.678914239556367,-3.63706612676042
"ENSG00000143801","PSEN2",0.25533921903988,2.9532211789647,2.94514193520361,0.00946970630664831,0.678914239556367,-3.29387526839834
"ENSG00000254087","LYN",0.309548279307956,8.61312812013537,2.94402358357276,0.00949180142718562,0.678914239556367,-2.77720619874804
"ENSG00000182578","CSF1R",0.282295383540646,8.5551318248022,2.94175368868734,0.00953680207990197,0.678914239556367,-2.77927624462452
"ENSG00000246922","UBAP1L",-0.401817423612438,1.75902749472277,-2.94161223749029,0.00953961322320186,0.678914239556367,-3.52199223622916
"ENSG00000196557","CACNA1H",-0.432234736755655,1.03604891468257,-2.94045242461416,0.00956269335667635,0.678914239556367,-3.66194774340811
"ENSG00000197580","BCO2",-0.724912585707241,-1.37867318871945,-2.9398488025172,0.00957472689025914,0.678914239556367,-4.1748239536445
"ENSG00000101104","PABPC1L",-0.439361869970115,1.88152089867405,-2.93914350659517,0.00958880604722516,0.678914239556367,-3.47753899629314
"ENSG00000169432","SCN9A",-0.460046439273277,1.58568605490449,-2.93643721874857,0.00964301662705716,0.678914239556367,-3.56244529380922
"ENSG00000163563","MNDA",0.220336197251472,8.8858365677407,2.93367939304789,0.00969856683601941,0.678914239556367,-2.78953549362401
"ENSG00000164362","TERT",-0.961038025349989,-2.10925178195494,-2.93363815575913,0.00969939983049962,0.678914239556367,-4.310181559669
"ENSG00000119321","FKBP15",0.244228758109432,7.00498314116238,2.93354075776289,0.00970136754977945,0.678914239556367,-2.80081031873655
"ENSG00000161929","SCIMP",0.215065080796643,6.60655063194212,2.93200748012576,0.00973239547329028,0.678914239556367,-2.80992189011152
"ENSG00000174373","RALGAPA1",-0.235737330249373,4.72139770482652,-2.93168887098064,0.00973885507927027,0.678914239556367,-2.89968274779775
"ENSG00000168056","LTBP3",-0.227707001099477,6.22685042193952,-2.92978882356664,0.00977746421068753,0.678914239556367,-2.81087218207073
"ENSG00000115657","ABCB6",-0.309012949993633,1.72001154967854,-2.92837295491485,0.0098063317157234,0.678914239556367,-3.535553826618
"ENSG00000132323","ILKAP",-0.195772927020707,4.64248120287334,-2.92693539496988,0.00983572642094117,0.678914239556367,-2.91124282203319
"ENSG00000038427","VCAN",0.320087966431158,10.7035804548312,2.92625305239689,0.00984970873781732,0.678914239556367,-2.80649557842024
"ENSG00000119608","PROX2",-0.774864596276921,-0.334180936208442,-2.92226490353824,0.00993182056481326,0.678914239556367,-4.0802750022301
"ENSG00000153558","FBXL2",-0.50385846467956,-0.389173686656865,-2.92024893800382,0.00997358049120371,0.678914239556367,-4.09915991399629
"ENSG00000120833","SOCS2",-0.283789944406975,3.36270754317095,-2.91880133558284,0.0100036724265504,0.678914239556367,-3.12581356091859
"ENSG00000166321","NUDT13",-0.338708452628812,1.30305752657154,-2.91707984079784,0.0100395729753058,0.678914239556367,-3.68420432228104
"ENSG00000113296","THBS4",-0.661216279941576,-0.762562211382728,-2.91695287705053,0.0100422256754945,0.678914239556367,-4.12555647582344
"ENSG00000197256","KANK2",0.569935175239113,1.01765203858345,2.91187873467622,0.0101488020164421,0.678914239556367,-3.89789180192951
"ENSG00000128159","TUBGCP6",-0.281722131563667,5.80615018613896,-2.9106804332414,0.0101741311811243,0.678914239556367,-2.84844212126468
"ENSG00000259030","FPGT-TNNI3K",1.29735605345428,-0.0418701469043304,2.90907890181433,0.0102080797349356,0.678914239556367,-4.03466450584473
"ENSG00000269897","COMMD3-BMI1",-1.03079204127715,-2.02904491094705,-2.90579042947802,0.0102781332662861,0.678914239556367,-4.26948968324242
"ENSG00000291925","CD300H",0.385400339356678,3.62858738453362,2.90467650778758,0.0103019687770227,0.678914239556367,-3.21386456251965
"ENSG00000163171","CDC42EP3",0.196038065385316,7.07745802791957,2.90403181917407,0.0103157882804506,0.678914239556367,-2.83536042312768
"ENSG00000226314","ZKSCAN8P1",0.662898826110264,-1.83504060826301,2.90287193945841,0.0103406968202273,0.678914239556367,-4.29106161868786
"ENSG00000171798","KNDC1",0.564758168240577,2.31221536186361,2.89742597907706,0.0104584339116253,0.678914239556367,-3.5321309623055
"ENSG00000170365","SMAD1",0.422978296817448,2.20346949439173,2.8966242886427,0.0104758755283611,0.678914239556367,-3.58234528671687
"ENSG00000166478","ZNF143",-0.154189536568351,4.75692553251454,-2.89569553308316,0.0104961169553677,0.678914239556367,-2.93594248600094
"ENSG00000196549","MME",0.573197625043002,2.08161375774818,2.8933889258537,0.0105465521567976,0.678914239556367,-3.64857365517585
"ENSG00000261371","PECAM1",0.327083307381434,9.20636517354419,2.89215472485756,0.0105736353345115,0.678914239556367,-2.84255226631673
"ENSG00000109771","LRP2BP",-0.668659250715495,-0.808301990118651,-2.89138536322676,0.010590552333173,0.678914239556367,-4.12811183157131
"ENSG00000001036","FUCA2",0.253639112771038,5.497441665924,2.89017726249724,0.0106171696075538,0.678914239556367,-2.90833667284109
"ENSG00000167333","TRIM68",-0.213099247666716,3.68583607009297,-2.88873790834871,0.0106489668550465,0.678914239556367,-3.09600978838375
"ENSG00000065717","TLE2",-0.287331249823931,3.35387525773189,-2.8848701074592,0.0107348710767772,0.678914239556367,-3.14659048818279
"ENSG00000113368","LMNB1",0.249222459171825,6.05624998371693,2.87963647028881,0.0108521837804203,0.678914239556367,-2.89173928435846
"ENSG00000249624","IFNAR2-IL10RB",0.363635651462953,4.3410276130576,2.87807059284695,0.0108875246421003,0.678914239556367,-3.07410300028439
"ENSG00000103381","CPPED1",0.23559260851975,7.56979805189588,2.8779263739694,0.0108907851895691,0.678914239556367,-2.86364335574215
