"","gene_symbol","RS08","RS09","RS27","RS23","RS02","RS31","RS21","RS34"
"ENSG00000005020","SKAP2","11.5289042857262","10.6852845266132","11.8381359248228","11.2244231407928","11.4214953731795","10.2078310951603","11.4051120897954","10.4269118712472"
"ENSG00000005022","SLC25A5","12.0479581823077","11.1952534540495","12.0324372945395","11.8426136612636","12.0346816630675","12.0282814634952","11.9179295816169","11.660846469774"
"ENSG00000005059","MCUB","11.489965545246","10.3627610966762","10.7678000998892","11.0269127197922","11.4701647720227","10.533477382363","10.6314841044911","10.5415134936417"
"ENSG00000005075","POLR2J","9.65528399889936","9.95190620554538","9.7914946222889","9.74312268129025","9.70649803038221","10.5556336813508","9.74792574540045","9.60189009916571"
"ENSG00000005100","DHX33","8.50865513572047","8.87461812279674","8.68394692546026","8.87200852053225","8.75804145802334","8.186547807806","8.94346354792749","8.57989981969116"
"ENSG00000005102","MEOX1","6.31887251591967","6.14953297668363","6.19305491421458","6.30950628454999","6.59288529586975","6.01847381940693","6.38892606117057","6.15137175625096"
"ENSG00000005108","THSD7A","5.70301240774794","6.73034176050103","6.24034507425467","6.3001250496378","5.61311546898056","5.73641626081242","5.96856038201879","6.00718360570853"
"ENSG00000005156","LIG3","9.01882475414435","9.50031417493254","9.4178741953578","8.84638791256945","9.20578543873535","9.3559770456804","9.48064913315198","9.31796600192752"
"ENSG00000005175","RPAP3","9.14189285784143","10.0978363906029","10.0038878409724","9.68913352691509","9.31067034257592","9.30139715443577","9.69147638223657","9.79965678861313"
"ENSG00000005187","ACSM3","7.50936685669139","7.53812553917618","7.62938237025051","7.7221066293872","7.65847832988611","7.06953274015617","7.72016357377184","7.58432080018267"
"ENSG00000005189","REXO5","6.42293809923896","6.51946776669341","6.16257195124754","6.38681233984759","6.0759972402318","6.80643659335511","6.31869657987723","6.52648759334479"
"ENSG00000005194","CIAPIN1","9.61592600832782","9.36404911370509","9.67704978303675","9.51188622091972","9.6086851190445","9.80030069982124","9.73288019847198","9.73523276996725"
"ENSG00000005206","SPPL2B","9.62509501126219","9.65283265101539","9.03367125996228","9.76745336236506","9.9131580405731","9.73149298357603","9.51825582793204","10.0501914717189"
"ENSG00000005238","ATOSB","9.96313824965211","9.69060936789248","9.6286726286676","9.48194245414969","9.93131135948021","9.51205383739303","9.35745850785901","9.10946335098789"
"ENSG00000005243","COPZ2","6.85594398177967","6.53674224689873","6.65439677756903","6.46308607273999","6.79620066864502","7.42310765886727","6.75680928116607","6.80673055047341"
"ENSG00000005249","PRKAR2B","10.4173333034109","9.71541312002373","11.0166326376306","10.3792651691364","9.99650850008915","9.83061749607585","10.4927357621993","9.25365370861853"
"ENSG00000005302","MSL3","10.7305878899498","10.4991063714688","10.9284995232211","10.5532228521688","10.6973022198039","10.7786224326501","10.7630247854608","10.8285779631276"
"ENSG00000005339","CREBBP","12.2004676271968","12.7866539784945","12.4739837262136","12.300422422872","12.2948528741433","11.0268438356858","12.2475706896321","12.2759029751661"
"ENSG00000005379","TSPOAP1","8.39507493597407","8.72181334774522","7.7902881290566","7.89053160521665","8.35777920863209","9.12542680321139","8.99451484531464","9.54595080331702"
"ENSG00000005381","MPO","8.23876027526439","7.78662887179201","7.76497128711094","8.25751899576889","8.52752600181398","7.6913860706267","10.3717875942439","8.52741042099098"
"ENSG00000005436","GCFC2","8.30133007353091","8.95429711831234","8.55798839634061","8.67668620284857","8.19920796373221","8.70059949726863","8.68106725197346","8.81064678054476"
"ENSG00000005448","WDR54","8.02671671607867","7.50914465868232","7.64581322776702","8.01577777227945","8.10891038897649","8.93560763732066","7.7218964751218","8.14467981668403"
"ENSG00000005469","CROT","7.54061763464778","7.77230548959601","7.55989079456778","7.53307970930491","7.27640482081506","7.89523195499784","7.78294092338839","7.9179292041072"
"ENSG00000005471","ABCB4","6.70599347338308","7.11440154678319","7.92139146010761","7.63526024545163","6.79263453559485","6.55192677525463","7.36831376102529","8.03918182818375"
"ENSG00000005483","KMT2E","11.4635347447846","12.3422508503414","11.6273494187673","11.8266157382769","11.5101673837988","10.7347975167736","11.8290350062796","11.4950467054105"
"ENSG00000005486","RHBDD2","9.68197654556232","10.0439528937302","9.71311058511932","9.7503975831467","9.98848657883716","10.6480619711618","10.0019962830574","9.85062604828855"
"ENSG00000005513","SOX8","6.66785498369428","7.0064294311668","6.28392977576808","6.69613287413569","6.99571348909686","6.95744024210139","7.53442556565523","7.10939790543961"
"ENSG00000005700","IBTK","9.14091049061633","9.16678568541931","9.58263538533641","9.49478365703236","9.03389389471849","8.78477787177566","9.53406293828605","9.2500920070147"
"ENSG00000005801","ZNF195","8.67516899551782","8.61674871894589","8.62696336562863","8.36450281801174","8.39613978937919","8.01200565826148","8.37026803622143","8.90413646599148"
"ENSG00000005810","MYCBP2","11.6383837006904","12.6689492481577","12.174691288348","12.0058886420816","11.3764321870278","11.7682319309326","12.319941115944","12.3068730494286"
"ENSG00000005812","FBXL3","10.6154462171219","9.6022904895266","10.7055415937944","10.4364208335733","10.590721583294","9.78422057291902","10.4050643604755","10.6918005634521"
"ENSG00000005844","ITGAL","13.918315074345","13.577129788973","13.2289805939139","13.3684832844819","13.5431931020221","14.4470452921345","13.3905286895009","13.6427681348166"
"ENSG00000005882","PDK2","9.24713430639311","9.47674715683484","9.13705942102586","9.11191549895526","9.20993173262481","9.35069577248186","9.55848660084249","8.96765531327559"
"ENSG00000005884","ITGA3","7.14007226153836","7.45737520234422","6.73737844692298","7.01693273114454","7.50854563053839","8.09774283420038","7.85811390107325","7.93890997081839"
"ENSG00000005889","ZFX","9.89637596226552","10.2532168321235","10.0234724699842","10.2939812050707","10.7023211403262","9.13157310794235","9.95852906156268","10.0635288437226"
"ENSG00000005893","LAMP2","11.8806771386188","11.1749416658871","12.3483879707226","11.9628778301597","11.8696690501926","11.1457616344385","12.1705892669239","11.2599902099534"
"ENSG00000005961","ITGA2B","11.1291541007857","9.60934325107146","10.2020938002382","10.0328703032774","10.2292357810671","10.4348846786415","10.4062516373238","8.8355303438878"
"ENSG00000006007","GDE1","10.5339885020782","10.3294031665646","10.8104168378581","10.6557950183576","10.4284332264101","10.1441767629611","10.5754715839261","10.0244736548137"
"ENSG00000006015","REX1BD","9.86677389307866","9.29268322244572","9.00589298993098","9.27795241210071","9.71282560591453","10.1061432206805","9.14891348994544","9.30702220477305"
"ENSG00000006016","CRLF1","5.73800500430368","6.11360849427391","5.93604401978493","5.77270694887131","6.231083910725","6.59829474403042","5.90180410688597","6.48530975532787"
"ENSG00000006025","OSBPL7","8.31826841593873","9.09950712625967","8.26758833508691","8.19709970740678","8.55687330801612","9.83797012180347","8.71261586757498","8.70403853715502"
"ENSG00000006062","MAP3K14","9.95316917806708","10.7564136094026","9.9070337593058","10.2586835558402","10.1636028584175","10.6550798919334","10.2497630507241","10.4012204621362"
"ENSG00000006071","ABCC8","6.00232258660759","6.01378214006671","5.51748615807563","5.90408370649167","5.90474939965078","6.27824480194688","6.12317948761596","6.47862324899403"
"ENSG00000006125","AP2B1","11.9143478912097","11.9817440496439","11.9376806035478","11.9078810829864","11.7954303341759","12.2277150714432","12.0423765858167","11.8998501190705"
"ENSG00000006194","ZNF263","9.73802765833128","9.89846865098787","9.26366156610986","9.47935689352397","9.57326955275753","9.62368166779272","9.39330089275349","9.52471564741433"
"ENSG00000006282","SPATA20","8.79870507978053","8.73654392084615","9.17187562045317","8.66344813871886","8.63105515054034","9.10837757192748","8.85586679444284","8.91663004970567"
"ENSG00000006327","TNFRSF12A","6.29918554243937","5.88247115455744","6.14029332994166","6.0364471160772","6.47729254308707","6.04502800973944","6.0239631880218","5.79727522687015"
"ENSG00000006432","MAP3K9","8.02315619648604","9.13294108461159","7.70446151923538","8.62420982189878","8.11917927116963","7.41177886146635","7.87606288302898","8.25461059399184"
"ENSG00000006451","RALA","9.81146281144982","9.41998845957519","9.93220795741597","9.90144171092515","9.70842705615022","9.93598537935368","9.832694553096","9.82478288039402"
"ENSG00000006453","BAIAP2L1","6.26781030894561","6.26527231314632","6.47238467151101","6.19143489896808","6.09001510139565","5.84698425114455","6.29448130135655","6.52729214903222"
"ENSG00000006459","KDM7A","9.87536124004157","10.479754185914","10.5089991677577","10.2161845732138","10.2899331756166","8.63413445417535","10.7559167107422","10.0762251206617"
"ENSG00000006530","AGK","9.43263162406354","8.71239991624041","9.43805458014658","9.36346046641456","8.91050379617994","8.42858182618117","9.39936311353744","9.39657484051321"
"ENSG00000006534","ALDH3B1","11.3127613804928","10.744977615494","11.143682537705","11.1112042283705","11.2346124124857","11.0875519220886","10.8183368773886","10.0807507960379"
"ENSG00000006555","TTC22","8.2263006663334","8.3990583577137","7.5641840920745","7.71984174170011","7.7502630073711","8.54300575460837","7.65985668421372","8.20024913028491"
"ENSG00000006576","PHTF2","9.06119557651241","9.58572710838451","9.35452284511039","9.65294319332873","9.03592797910271","8.30958321275127","9.26136755513243","9.68776324986718"
"ENSG00000006607","FARP2","8.08781726813325","8.40843884497119","7.93729616987732","7.98587337317105","8.35643029356805","8.27567810025051","8.52265820961262","8.09679156490656"
"ENSG00000006625","GGCT","8.51277729748184","8.39409977929099","8.52799702203985","8.55407301758136","8.42676262691433","8.66640768851485","8.38991571225264","8.12789187156139"
"ENSG00000006634","DBF4","7.86151328279304","8.15412368473053","8.1156651064375","8.18813702748423","7.6830690255684","7.74645680298665","8.15421904618719","8.15499459081265"
"ENSG00000006638","TBXA2R","7.75522698052534","7.43398143923468","6.70058279739968","7.42738183408587","7.82126585348866","7.43744393614237","7.27549764367726","7.51467085687295"
"ENSG00000006652","IFRD1","8.9957423191758","9.66428084083737","9.42448382948093","9.1803125990981","9.04858425356822","9.42075368613445","9.48063132542034","9.29345692366581"
"ENSG00000006695","COX10","8.74498734121095","8.89718952539452","8.78817374769552","9.00924743337285","9.06204892946244","8.95189080681013","8.86702085838904","8.67289784450362"
"ENSG00000006712","PAF1","10.0903458452717","10.216386943818","10.0101681521662","10.0891148480657","10.0301672649668","10.5273309521632","10.0120605855142","9.89068580661733"
"ENSG00000006715","VPS41","10.3589014770632","10.1081535184133","10.63220478396","10.261834524675","10.3294757912048","8.92974520303592","10.3004126729302","10.0281278336165"
"ENSG00000006744","ELAC2","10.5169985161128","10.2154723586368","9.91759632528222","10.2783534112277","10.3134722593703","10.4803561008554","10.371102547863","10.5745060796597"
"ENSG00000006747","SCIN","6.18357408472909","6.15099620253368","6.15422800143382","6.17769532492373","6.16079717880266","5.97213375913513","6.32499042287869","6.88888506433796"
"ENSG00000006756","ARSD","10.1043956905763","10.5520519345621","10.3639564416425","9.99460086981957","10.1130055587076","9.60434485235849","9.83447215589166","9.17797823118445"
"ENSG00000006757","PNPLA4","7.83353564999853","7.7250319679048","7.73119770504954","7.89737088271028","8.25265413207873","7.85337053155919","7.87778059614595","7.70950367730954"
"ENSG00000006831","ADIPOR2","9.62795462435211","9.27173289469635","9.80730552976373","9.43614939420926","9.53048578575511","9.48552990504997","9.54094151074397","9.1938345720648"
"ENSG00000006837","CDKL3","6.02301772817888","6.42602218560233","5.91786771418969","6.30829716462688","6.14575275855403","6.30966816434714","6.10320705150201","6.15507251578613"
"ENSG00000007038","PRSS21","6.6283296893108","6.63199396574432","6.67277691898943","6.197883747955","6.35944939023955","6.74833914055367","6.45347933686387","6.89182113562032"
"ENSG00000007047","MARK4","9.78362504433706","10.314102747667","9.7109211365673","9.6962729173395","9.84025026791002","9.36225158267146","9.65139410115309","9.18322063519436"
"ENSG00000007080","CCDC124","9.85876017480479","9.92317715139992","9.5983341055574","9.63459886849664","9.77138003813851","10.6575032142083","9.51371284390209","9.46495047021759"
"ENSG00000007129","CEACAM21","7.76256902210418","8.17473099318848","7.40905768823979","8.13944755117422","7.90587886354596","8.2137026094497","7.72913872156946","8.67597125969818"
"ENSG00000007168","PAFAH1B1","11.5276795330802","11.4866850882763","11.7022238120586","11.5236365543374","11.4824197847765","10.9912878758015","11.726407196766","11.6751693468861"
"ENSG00000007202","BLTP2","11.9063661909654","11.8718737467056","12.0491868592111","11.9979884296731","12.0082522987596","12.0261896933257","12.2106442525267","11.857716896647"
"ENSG00000007237","GAS7","12.3612136209798","12.3155548366221","12.4365588795996","12.3762726531845","12.3060031448772","11.5435609144135","12.3256489517471","11.1067427349609"
"ENSG00000007255","TRAPPC6A","9.73237649112394","9.26682722588202","8.92281736385789","9.60983445233662","9.61125277279483","9.82626080849948","9.10165189001095","9.52564401760946"
"ENSG00000007264","MATK","11.6909215450371","10.53209436575","10.373761525129","10.1549465708313","10.7422703946579","12.0819528906039","10.3413850136956","11.0876924406091"
"ENSG00000007312","CD79B","10.8292008086451","11.0542610724351","10.8899658699903","11.8372155113582","10.5283193943355","11.3575512449183","10.9987923043647","11.5802240903457"
"ENSG00000007341","ST7L","7.31147668499629","7.54320118897359","8.16824133205525","7.33817409035725","7.73358444122713","7.7440212210693","7.63435588281467","7.49292493219322"
"ENSG00000007350","TKTL1","8.42814289120496","7.1292304825502","7.73434910537404","7.07764065877662","7.8908410281481","7.70360238835308","7.70209092707714","8.24167495276642"
"ENSG00000007376","RPUSD1","9.60752142876281","9.29256589420062","8.87363625994015","9.2363901795147","9.57914048634576","10.071872794332","9.08115394069445","9.22809109435827"
"ENSG00000007392","LUC7L","8.19590556821581","8.86009704485281","8.67481506355878","8.74121635317184","8.31347990422865","9.34340475035559","8.9160970179541","9.42320530751799"
"ENSG00000007402","CACNA2D2","9.23642804877208","8.87941526505479","7.78742511751669","8.07786110090221","8.67406978733385","9.47510783611311","8.28715908835366","8.61240684370972"
"ENSG00000007516","BAIAP3","6.89850291202218","7.60520517471064","7.32862820429413","7.882194404746","7.3836362073188","7.86858672333209","7.92215678155538","8.77895198183346"
"ENSG00000007520","TSR3","10.396325353206","9.86928456827222","9.58141753037864","9.81788433722485","10.1860879646335","10.4816236928164","9.76605158327789","9.74369654846797"
"ENSG00000007541","PIGQ","8.93035914942579","9.01123149869113","8.15773961054804","8.88434004639873","8.95856447043427","9.93135698946814","8.41944836159827","8.89786678702786"
"ENSG00000007545","CRAMP1","9.48995060938961","9.98564941303862","9.55939028240815","9.62554232416765","9.29842234656057","8.66751411011026","9.64071558578373","10.0256671505134"
"ENSG00000007923","DNAJC11","9.56364319456197","9.85522037517","9.5717211938375","9.6575096427916","9.84455927918803","9.75846066721558","9.60385495277718","9.80372320186434"
"ENSG00000007944","MYLIP","9.4709505342722","9.81871371467459","10.1162686698106","10.2114645661338","9.91474348841551","9.89644069568926","10.0335554059023","10.2252380060999"
"ENSG00000007968","E2F2","7.4389428075633","7.01909142013885","7.14084271942719","6.81891030984386","6.71030827386874","6.6304585972045","6.84638309605613","6.63140139222204"
"ENSG00000008018","PSMB1","10.9551615139048","10.2294202494638","11.1142479229496","10.8788495630913","10.7465423322731","11.1934851306461","10.8275483779291","10.6551056876217"
"ENSG00000008056","SYN1","5.97628408493287","6.56077514101251","6.181835679082","6.0945939481306","5.71420474912246","5.69978115834794","5.99121927158883","5.46546037886927"
"ENSG00000008083","JARID2","10.5494220673926","10.6002919674136","10.5919699229154","10.4175591581659","10.3545871306709","9.28059807801386","10.4883298895212","10.1884941634513"
"ENSG00000008086","CDKL5","7.57991784074644","7.8008343617938","7.64875526794892","7.7995440642686","8.01734572531698","6.73779178928303","7.7693148659276","7.85281305356221"
"ENSG00000008128","CDK11A","9.69407695705734","9.58527133028345","9.17836689094437","9.74983149793232","9.38541695730315","10.4507086721469","9.24711501430597","10.0470372655648"
"ENSG00000008130","NADK","12.4377473836522","12.0428119830177","12.3730014129613","12.0246768991817","12.1616349630214","11.7639956731989","12.2063819056174","11.6835286625315"
"ENSG00000008226","DLEC1","6.19478994143255","7.0119877641396","6.58761052408893","6.45858642196996","6.41133106886","6.2913437069054","6.37082855571904","7.19657241730782"
"ENSG00000008256","CYTH3","8.96586104880023","8.72049231535147","8.70902455497174","8.65926610831543","8.78849784093475","9.16086753697202","8.52000062367947","8.77135349530253"
"ENSG00000008277","ADAM22","6.91533365715935","6.99120831104783","6.82819925540507","6.35196059255613","6.40443331575548","6.53994713958584","7.42274646230007","6.89745002734094"
"ENSG00000008282","SYPL1","9.87617676469028","9.82415821348968","10.6439460476012","10.4769429425543","9.92113313559127","9.76232646318327","10.4959089285924","10.2956980808073"
"ENSG00000008283","CYB561","9.02419639944917","8.50193363025707","7.95902713786711","8.37039525723969","8.75588459578375","9.02131681330687","8.59107601928641","8.43143033295084"
"ENSG00000008294","SPAG9","9.52443744624606","10.2112309275634","10.1366392007093","10.200120440371","9.65946118545858","9.10266260934571","10.0252390705337","10.0954761895883"
"ENSG00000008300","CELSR3","7.0685428589867","7.26529825038555","6.81161748355681","6.93689725062531","6.74939018614068","7.64269088302515","6.86298100227802","7.34467463360824"
"ENSG00000008311","AASS","6.40294265431538","7.08823144231348","6.85543669384371","7.02539065452722","6.65934506022641","6.97430898807463","7.32382683760181","7.32572822674071"
"ENSG00000008324","SS18L2","8.65123926236483","8.55323881985856","8.92521170173857","8.61493402136372","8.63859948943053","9.21589984679026","8.60515228324696","8.91747611731097"
"ENSG00000008382","MPND","9.02832647210274","8.8552717772484","8.78630820470509","8.87041629052222","9.2793614550629","9.49766254398223","8.85705370837831","8.65450408408587"
"ENSG00000008394","MGST1","8.98864621212159","8.48097464533831","10.0317667551381","9.2081854015862","9.15951132965399","8.27141323572126","9.28305643231154","7.97887183998028"
"ENSG00000008405","CRY1","8.77355197003645","8.84260424086672","8.85133369533439","8.8951156393422","9.0601458551106","8.73391876881761","9.16910527075467","9.06694311264745"
"ENSG00000008438","PGLYRP1","6.77062340580945","6.22505862719705","6.36156613693996","6.46537612073853","7.2811903267925","6.45570867531078","6.88978461413066","6.81548108338081"
"ENSG00000008441","NFIX","8.40199985297389","8.4329426759479","8.15569840507179","8.26118112567935","8.83183227569624","7.46348304867768","8.68046549996205","7.73997551224621"
"ENSG00000008513","ST3GAL1","11.5047055151085","11.9194424024286","11.3015346561032","11.6069853841717","11.5745746373077","10.9688554683065","11.7151498249298","11.6256518890332"
