"","RS08","RS09","RS27","RS23","RS02","RS31","RS21","RS34"
"ENSG00000002919",861.360252497217,557.455353592121,904.887494473019,788.460262122152,718.416105296195,721.311848875141,665.382368332099,744.397250298417
"ENSG00000002933",132.796250118196,968.906580047538,1432.11751929094,359.218757081961,2858.48125835278,291.341918382876,1180.31901655455,850.057010571306
"ENSG00000003056",4737.4026793563,3974.93738271521,4906.97245185226,4496.12752683153,5025.26221166195,4695.64245455721,4456.15001938437,3868.98631248303
"ENSG00000003096",36.91147827191,15.5673214695742,12.3292304098245,28.7024488230863,25.4663435388486,5.38769322295372,22.2210731954512,24.9017874345552
"ENSG00000003147",80.7912893122906,38.2191433746071,75.087013663867,94.3883932240884,65.7321816092947,13.8064041723808,34.2295471569173,50.5820594651688
"ENSG00000003249",44.9335718080651,85.6935802556315,76.4743965836444,72.9977484402395,77.6121693585015,89.9596404358087,87.7688583354007,202.785803504008
"ENSG00000003393",221.174417270823,196.622670164982,325.698402581404,280.404702090556,208.156049944582,231.852519574508,261.362658090015,277.91781462788
"ENSG00000003400",940.25030897866,944.616657748686,1038.56730583719,1050.74059460166,823.114756208174,671.611810167583,959.496643667365,1005.91767495507
"ENSG00000003402",4062.97548896543,3993.58941805903,3835.09779319313,3308.32849668837,4102.92273876994,5176.05011520092,3586.94125777429,3228.50005863956
"ENSG00000003436",195.916724417909,231.587556756358,182.352767648327,243.526787403097,194.526373346735,134.324758539466,319.106523679686,173.549997923139
"ENSG00000003509",94.1088990589846,162.557578684161,128.331579715359,135.870097626694,124.86689480574,140.320217155171,140.548866861402,135.910496119264
"ENSG00000003756",1038.33087821618,1931.53117534242,1859.29122643386,1953.80728787301,1417.88656217676,2325.57797599962,1883.93819591844,2972.90145192196
"ENSG00000003987",20.4303042685228,15.5364425525958,18.9106179065492,17.9576992590203,22.591790235209,75.961056094013,47.9368744814447,28.8277363852778
"ENSG00000004059",3153.50116361774,1632.80456566392,2423.48028482765,2246.2028144756,2823.36680670399,3198.29745103925,2250.99526946283,1828.51156669811
"ENSG00000004139",548.974950052908,630.751145847777,285.496975799976,398.866825325551,613.92962590591,364.064716108179,412.088534632964,462.647538570948
"ENSG00000004142",1333.49811027055,1283.6080371949,1255.53284185616,1192.57147612262,1281.25572629017,1688.67120666942,1352.90308015258,1096.60120977653
"ENSG00000004399",2953.70718053461,3806.66758527416,4624.30375435512,3251.77850431344,3818.61162615948,5853.20404201546,4159.7833872904,2555.39500107506
"ENSG00000004455",2958.20892121601,1544.30254118598,2709.92101145389,2472.87887079224,2598.86085898914,1813.28159810369,2295.42860624153,1777.44451299889
"ENSG00000004468",548.118504914844,565.069655139363,469.166138350553,408.866426124911,543.713548573287,247.915513250677,565.117930925235,638.169703270128
"ENSG00000004478",793.674282006091,815.041529328727,927.423986191721,829.577472562665,943.269254081256,1302.20646358871,917.944385296422,1044.06571056076
"ENSG00000004487",1171.93458927474,1170.34563145767,1227.63373930784,1157.48741692493,1060.04968141689,1515.20434836575,1188.73126922128,1284.28536908892
"ENSG00000004534",884.370710584591,2728.15583765304,1750.81232735293,2048.47497112436,1066.12155107996,2860.58921063452,1742.70261863109,2064.41388106396
"ENSG00000004660",138.861930743594,292.447693712079,281.694257183471,193.960400160022,192.622545613839,189.744757717097,281.217961369145,206.143949684882
"ENSG00000004700",1265.83676823653,1183.51957238203,1409.66956602029,1316.76629469845,1085.92906975395,555.599082319858,1323.71623135161,1289.41824761854
"ENSG00000004766",380.449950722615,438.145225584458,630.547677101176,499.226895738946,448.653095460844,321.364683582426,501.2877190498,469.17519853991
"ENSG00000004777",29.2488918317568,180.432977370939,25.8718679235131,31.3689209405329,72.4461746462192,48.3916803893292,83.1919565019636,82.0806916446786
"ENSG00000004779",573.991451944825,359.930547084604,583.765430408937,403.779469598761,476.439693539247,594.91459727567,450.87005899619,441.047080967138
"ENSG00000004799",889.475957180325,804.085746508443,1069.07027266961,956.324162034568,247.82566414551,455.749816391855,955.518168603008,356.300512324283
"ENSG00000004809",13.8926140879819,46.7653678182293,42.2527572972748,52.8150262786508,57.582278170148,60.7201604562079,38.14806913517,3.02264782660526
"ENSG00000004838",4.81358609504237,14.507361423797,5.32201104424048,12.8191052016523,21.8378946488475,72.3424583819783,11.2815754178914,15.4921821820901
"ENSG00000004864",254.427248741331,200.116875533079,191.726486360777,153.687063909826,163.768512379231,226.032895430074,194.348942348868,220.513709942829
"ENSG00000004866",152.498242027929,113.036250510943,184.685898753841,107.535889026994,142.280752738928,110.195896891208,164.4908891408,119.672332543142
"ENSG00000004897",623.705267191481,772.288466558435,945.408558948539,887.746164457683,706.94539596082,508.6760452662,884.519096773475,608.26899592341
"ENSG00000004961",390.764129259051,242.810666131794,499.590864574099,411.539823382158,396.203936104987,393.200436337474,382.253107892378,272.980317106015
"ENSG00000004975",718.980864026611,877.400638054723,430.16621473423,707.715946699675,743.849554314554,709.791679684643,525.993082798483,647.448193601648
"ENSG00000005007",2833.97689893934,2689.87499693873,1860.92804790961,2053.26704838975,2377.351881933,2335.42957710975,2090.13542247756,2272.20368689546
"ENSG00000005020",2877.04864584004,1569.15139743912,3583.31539297537,2314.94781220122,2665.08416059086,1105.5752518665,2634.11811117,1299.34019493977
"ENSG00000005022",4156.41758846953,2267.06901263777,4111.11039400069,3594.69539951544,4117.6318424918,4099.06157743097,3791.49885779042,3159.98972995815
"ENSG00000005059",2798.37538140377,1239.51936011517,1666.02358091427,2008.90605782964,2759.17654214994,1404.79506962626,1508.91289384868,1413.0682409303
"ENSG00000005075",729.874207729339,913.58459844259,809.54421361784,780.382520081847,758.946835845682,1427.71721393972,783.234409663226,700.648217499984
"ENSG00000005100",290.042267572151,394.261800278461,336.61386979475,393.419457853792,358.100911598462,218.217863832987,417.051219440361,308.2766782224
"ENSG00000005102",20.6829312821267,14.2385397418116,15.7695807459498,20.2916856083501,34.0516966465751,10.1319952085198,23.7427809742682,14.3015102061518
"ENSG00000005108",3.19261630880831,42.2546391966635,17.530381182209,19.9039826188386,1.94190992070373,3.7378042908205,8.7619023541919,9.81287220739158
"ENSG00000005156",443.293153986438,647.963223021721,607.863211199355,385.231040237343,514.70544084984,579.235646460497,638.187432903604,562.258761809188
"ENSG00000005175",489.242574292946,1018.86014145027,949.866376781332,748.973156613756,559.051530919152,554.998479759831,750.311799678227,814.562413597552
"ENSG00000005187",112.237670397729,115.739628019772,127.369662444653,140.030506726749,131.248573766378,67.3651686236873,139.756126371514,121.526928767637
"ENSG00000005189",25.3147766046416,30.0932595527551,14.6883254901541,23.6469697875097,11.8425275242329,47.2618892501295,20.6755436602366,30.4594398697131
"ENSG00000005194",708.225990257472,582.899242300812,742.103408885506,653.778819987971,704.307492649177,814.959512357309,774.332648090324,775.718415456542
"ENSG00000005206",713.216355701293,728.508485241259,448.628489155506,794.927895458402,887.379820879733,773.516580887098,656.999978574761,983.307857725929
"ENSG00000005238",921.313589084225,749.816156992958,715.172187788683,638.82625242748,899.568742683523,653.863401790717,579.906478319359,476.747634310638
"ENSG00000005243",50.7064461305659,30.998995414003,37.5919905901569,27.2446173584788,46.5682999935485,102.182795483717,43.9575070488745,47.2819011379721
"ENSG00000005249",1290.23804942074,764.114446503628,1994.09613595196,1254.65582168566,944.635596240898,833.858639675419,1363.55436606717,534.54173196648
"ENSG00000005302",1621.64969133635,1369.92633676722,1871.36963660057,1425.20592718718,1582.91726880426,1679.14525349365,1660.26494770953,1741.00804852458
"ENSG00000005339",4628.52702033318,6987.70642466368,5610.97292399193,4966.15564743456,4946.72097517926,2008.80646861228,4784.71987930426,4881.1553859282
"ENSG00000005379",262.813446050477,347.454648296449,149.912972394555,165.375328777029,254.341792688391,482.862834278855,434.676027594752,671.173023529893
"ENSG00000005381",228.767314840067,149.369837020085,146.185133667047,232.654996521021,294.782809780021,135.738496166273,1247.77638102952,294.753581269659
"ENSG00000005436",241.940685985123,420.738775503362,302.570333483629,334.568091718766,220.739629000142,341.345676793484,335.801239362993,374.051782331672
"ENSG00000005448",188.283082361266,112.210909922845,129.549745932315,186.35805046571,203.245728953632,414.394692820122,140.000811583848,210.039837612101
"ENSG00000005469",116.046703541022,147.257909906787,118.44120235011,115.119654683057,86.5470951822853,166.128641413537,148.823925631865,169.802941909035
"ENSG00000005471",40.7239926985993,71.2580003277092,170.36880002035,128.146471533015,46.3281370889922,31.8080988654426,96.1332432175519,190.495384561296
"ENSG00000005483",2746.17114559064,5114.53676901246,3085.68791857929,3554.19910576998,2838.92673189777,1626.61219854795,3560.29432343533,2808.52143752284
"ENSG00000005486",744.897352864569,978.739238487153,762.77671396538,784.705819589139,938.979686782096,1527.2354105249,948.523004015349,846.551881277061
"ENSG00000005513",38.394463549203,62.1280597969645,19.2444444050569,40.1137865502868,61.2656908151186,58.2482150514201,115.284786177164,70.8167815609339
"ENSG00000005700",488.859892185166,499.027913301537,690.372710512567,645.200357357736,448.708919935699,366.134022460401,665.055817392219,533.042822203917
"ENSG00000005801",334.14192695459,318.074972467161,320.836606941052,255.852453850173,263.058646588683,185.697769912693,257.15356364354,403.898245761932
"ENSG00000005810",3109.9733710942,6434.13280443913,4545.18792224028,4034.733161506,2580.75000158107,3410.16236484181,5034.86052992109,4988.75878043439
"ENSG00000005812",1491.38667089637,700.863357003732,1592.42175277389,1308.43626783631,1464.74686471435,805.095994607807,1278.66741793521,1576.60105353077
"ENSG00000005844",15403.8223762803,12143.1990125558,9522.84422741849,10497.5821753177,11859.0699333587,22257.0882998889,10660.4272105896,12712.0770327923
"ENSG00000005882",531.800933426021,636.263588683607,487.362239119584,477.682553875778,516.397498021883,576.8498315101,677.67877922775,425.324439960822
"ENSG00000005884",73.5500561413836,106.097959654672,42.7033794143746,62.9808395399253,112.13878833601,201.160202737389,160.249868106432,173.253992122208
"ENSG00000005889",876.247675275955,1143.33202180492,963.879579846066,1178.27391678919,1588.70034625759,485.235611450012,918.134611722238,993.141747765181
"ENSG00000005893",3692.87231881427,2234.29693456981,5136.67165236214,3913.94138291585,3664.21243386733,2188.01709594894,4532.06223429645,2374.6530236212
"ENSG00000005961",2162.09259572681,704.662832941487,1100.88654028044,970.671959730722,1123.23372348349,1306.96274450879,1279.78281599382,381.805191837717
"ENSG00000006007",1405.31989393712,1209.45020183377,1718.2696445584,1535.85464736043,1300.79145904528,1054.58675281986,1448.54208283405,964.601086487036
"ENSG00000006015",856.925540883002,551.213715896231,438.690951378217,544.867775808326,762.61129510204,1025.18004650147,491.985140559246,557.453898822329
"ENSG00000006016",3.76482886824988,13.0383406260973,7.92556901947446,4.38002345682331,17.177495793452,34.354747546665,7.09229651968659,28.347949569755
"ENSG00000006025",245.609452999601,472.96811581083,234.763481560116,220.31809395773,302.282294386753,838.502556342209,344.794813235738,342.329821851791
"ENSG00000006062",914.450665696228,1652.32384587461,883.302305083079,1147.96067885369,1069.90909942216,1535.05562668454,1140.41676291886,1275.06253339581
"ENSG00000006071",9.67713805448197,9.99872553188253,0.953861369570072,7.14627223316557,7.16207461046872,19.0158506720735,13.3525270477224,28.0133347488766
"ENSG00000006125",3781.90520199557,3966.48219967726,3844.83254137826,3764.64389960407,3476.53759747188,4718.25667491194,4140.06812534809,3743.31497966367
"ENSG00000006194",777.367678920321,877.628749249587,538.773473425686,637.549722662278,685.424139553304,712.445043196789,596.349769367927,660.281399532015
"ENSG00000006282",370.37883502739,351.750711601068,501.049833657938,330.865024596641,321.948469381625,476.334176598882,388.243339419457,408.037431030436
"ENSG00000006327",19.8653843719507,6.64310358280262,13.9243964366798,10.6512118631402,27.9470147728291,10.9039677742172,10.2891122908467,4.84450308144146
"ENSG00000006432",187.654825625701,485.76510829507,137.553304042804,320.090193606325,205.178319587996,100.910963580733,163.072671946562,232.048812055761
"ENSG00000006451",821.871513909354,608.863071317612,900.174754009403,879.594285497763,760.062273529466,902.732070020154,835.168101839003,830.190365436751
"ENSG00000006453",18.600211323873,18.4998827766036,27.7031970552055,15.7110641108539,12.2809995515464,5.85826479584092,19.672744024721,30.501572942492
"ENSG00000006459",862.489846938405,1350.65690502542,1379.87727065828,1112.4354954019,1174.7596691557,322.78733305281,1651.72846000686,1002.588016811
"ENSG00000006530",614.873049276834,344.732568981951,617.467162121835,582.631379922823,406.003234429683,270.618772656232,599.171811347875,597.872351436091
"ENSG00000006534",2465.99640553706,1638.67306328982,2184.75523342732,2134.40645483854,2331.90193993171,2098.44718023042,1728.1506094831,1005.97540621392
"ENSG00000006555",226.213844753668,263.73165041702,118.979370995607,139.71071843314,144.051211738679,298.719104618937,131.434431198976,220.948040490892
"ENSG00000006576",458.667884228485,692.013369084436,578.577833559575,728.570021630439,449.444350721883,243.72273073655,537.800853299309,748.191229510737
"ENSG00000006607",199.320680107433,265.904228696756,172.986663793093,181.172841784499,254.039589770864,236.468497009431,293.553895746906,200.98333039512
"ENSG00000006625",291.072385059072,262.589062764669,294.901947906088,301.559952053907,270.190200846173,331.689894037266,261.628077027328,206.829281889923
"ENSG00000006634",160.781634007997,211.863036434526,204.51534616065,218.533161442711,134.593293025664,143.502770645117,211.881509867993,212.03179557685
"ENSG00000006638",144.768804248707,103.414016630126,40.3884752201632,102.665526159652,154.57012517665,103.808234391439,86.4558752910586,112.877802757183
"ENSG00000006652",435.107617318117,734.906658347499,610.993892161891,504.417228351845,454.043906672399,609.22531952306,638.178641020522,551.548830059361
"ENSG00000006695",354.233363040245,401.612357326512,367.165202442621,439.880737179665,458.982246961181,419.917285388003,391.813804081499,333.504841259845
"ENSG00000006712",1013.19246931228,1112.60218542634,954.33930517877,1012.26386272231,968.713763405294,1398.49839684761,955.690956733723,872.502593654678
"ENSG00000006715",1236.00452422151,1026.71498814529,1509.70504235017,1150.63658923738,1209.51491272156,412.421797887738,1183.87767534601,967.238745566795
"ENSG00000006744",1387.97374657715,1111.84903987155,890.345680686986,1164.76122102395,1195.33383918307,1351.25235370351,1247.14791601341,1447.52189142078
"ENSG00000006747",15.4288067702949,14.2886368380893,14.3996232381791,15.2195397634356,14.6266576551923,8.85650327772952,20.9407417620105,53.0823555759095
"ENSG00000006756",1023.84747935577,1423.98773356019,1240.6098355507,943.287748772813,1030.42855755175,701.968160635756,836.290279404128,503.483538159435
"ENSG00000006757",156.444327820751,140.444343431753,141.319536029079,166.472300523924,231.641745890114,159.51007555776,163.344766206121,138.257861556645
"ENSG00000006831",714.779274105513,542.20799431966,819.290892129704,616.554683290688,663.225000703839,640.601246753428,668.589182987782,509.85578325491
"ENSG00000006837",10.2619598152479,25.4601564498607,7.47720087446358,20.2414818037428,14.1095557299509,20.2984122715065,12.7014555652058,14.4287022554763
"ENSG00000007038",36.0663335093527,36.2785281014334,38.6904783367295,15.9447079397767,22.4263544167679,43.4081020618182,26.7754499720027,53.2974313341045
"ENSG00000007047",804.73281379086,1195.88955125866,761.506670038157,753.059228962978,839.94752831884,582.081625617761,727.708109111972,505.582506510471
"ENSG00000007080",851.762822255853,894.088053400286,698.740126458136,718.422720850997,797.298511485741,1537.76484389316,654.701094768285,630.479044742531
"ENSG00000007129",145.835016773946,215.8846965136,100.607119756669,209.035041139395,167.844604099891,223.655100229888,141.026829098534,334.367216162949
"ENSG00000007168",2874.54161869978,2791.84393189386,3254.18596887599,2866.28087621987,2783.37382174575,1958.03136912616,3310.5041831027,3192.29064766834
"ENSG00000007202",3760.61150246248,3669.93492337524,4160.02509993522,4012.27528902202,4041.47625051245,4093.01012198977,4661.84193371229,3633.34132239742
"ENSG00000007237",5183.23536434378,5019.33995048714,5465.29733737285,5238.4384473753,4985.70471687317,2907.21604104517,5055.12814874726,2127.57830047633
"ENSG00000007255",774.03623730659,540.118220196614,410.100805518111,704.928149753442,705.694749263838,831.118144092356,473.780072128283,660.754203116789
"ENSG00000007264",3228.1873195805,1403.37590353044,1249.58894782534,1063.05589547714,1635.45736522967,4257.37169573044,1220.1706815545,2098.6590773134
"ENSG00000007312",1741.79296711691,2048.82330249219,1820.02390152212,3580.98056928127,1399.50918855296,2546.19093286529,1968.64393111268,2984.03539901222
"ENSG00000007341",90.1240440580638,116.365661129921,214.611755940387,92.9135360470361,141.659396660198,143.152634988582,128.026729799749,110.269652887627
"ENSG00000007350",270.515316415608,72.5762023105668,141.768408779918,68.05806908214,165.424839522892,137.433518075562,137.222965440738,229.367947831259
"ENSG00000007376",703.679588652359,551.162913183129,393.944687619778,527.311196077198,688.522352783059,999.340410604881,466.069682754055,523.866197535182
"ENSG00000007392",220.079614987582,389.59416624695,334.042577495242,353.122738778446,244.567777033317,573.570534607679,407.86009223475,610.387188123892
"ENSG00000007402",527.326961677884,395.814285819248,149.487897141133,197.488691879082,333.833458020694,635.456892531614,238.905261758702,316.907129552718
"ENSG00000007516",53.7889253381958,124.210227337487,91.909441426023,164.045507881572,97.7991989232458,161.892393306074,170.494074516146,364.370686770051
"ENSG00000007520",1270.48570802647,858.548935482995,689.72741139142,825.872358484241,1087.90438830606,1352.50714214994,794.083180134896,780.722760802779
"ENSG00000007541",412.628029813834,440.585782595214,212.564402410071,397.413533166774,422.19902203979,899.599574907796,268.472673972331,401.834719553057
"ENSG00000007545",642.794632948045,936.98686271295,678.149966656766,713.460628725299,553.703826388985,331.998712770061,721.791831501125,965.461838811224
"ENSG00000007923",680.371460811927,849.491506888863,684.609148457844,731.116204516747,842.684497410117,789.523163523893,701.704556844966,817.073151214617
"ENSG00000007944",633.415248850525,826.390395535573,1032.93307126021,1108.55432669991,888.438237027298,876.29036610367,971.168862021675,1119.91566225123
"ENSG00000007968",103.979211666261,63.1570337575495,73.6195877976302,48.115666241253,40.992755203549,36.1895264778022,50.0295143404694,36.2441626543229
"ENSG00000008018",1907.70846583885,1123.38705051321,2139.07685837305,1805.46483598499,1640.53442569994,2264.197527326,1739.71129444632,1535.08444167177
"ENSG00000008056",8.96705015483913,32.2852054580073,15.366762442537,12.4260764761162,3.37040122183232,3.14220338746391,9.37084812536947,0.563022097352042
"ENSG00000008083",1421.25529130581,1475.00438033616,1466.08097147261,1290.45197445272,1232.08671672767,546.002705704457,1359.16400602999,1089.84682158268
"ENSG00000008086",120.966586904571,151.486555048393,129.942941448742,151.293374457657,186.633041268353,42.7298283643069,146.819767805384,159.423298374409
"ENSG00000008128",751.800256010416,691.77128300139,503.638886805878,784.368622731286,592.697510313749,1322.21711229963,531.792841427282,980.995501722146
"ENSG00000008130",5469.86570028971,4141.34120538779,5226.3977604598,4088.63909936662,4503.5395054045,3399.93635577213,4647.85980601531,3211.29132738038
"ENSG00000008226",15.8323834103427,62.5784190506097,33.7577130161099,27.0242845069377,24.7718789748252,19.5448381750304,22.9295298332994,78.7652853486779
"ENSG00000008256",424.705994282817,347.071554776669,343.760910483086,329.702367568824,367.263744432089,496.686029358036,292.884754264258,362.081680400225
"ENSG00000008277",55.0395407583154,60.9054384988294,48.7575981937978,22.0986313349512,24.4524147675997,31.1687553073289,102.142074181315,53.7112899736183
"ENSG00000008282",863.02000904146,829.798513593495,1522.66663830096,1347.8791546637,892.715697834002,791.8424148558,1366.72468831306,1179.76738795716
"ENSG00000008283",445.217134832705,288.369028059042,176.61296373883,257.182335571736,357.459441079539,444.18484252111,311.221538393639,271.290946490338
"ENSG00000008294",660.139775851772,1108.36254066062,1048.69696372157,1099.27815813045,732.206827220703,474.163129263497,965.153024239303,1017.07112631413
"ENSG00000008300",67.2808894298667,85.4347675505299,47.6153567102525,56.6683945186968,43.4760482601378,129.133399047774,51.2083033607778,93.6015928603917
"ENSG00000008311",24.3836850969972,68.9701250088446,50.6703868522579,63.6729963001255,37.8858650494173,59.5661758944304,91.4072253182096,91.6058826823016
"ENSG00000008324",327.480402471326,301.345045399871,410.901689658199,317.586433430802,324.00694508814,518.841648795832,314.963839418341,408.319052700614
"ENSG00000008382",446.70135205397,388.053657370821,366.59841287656,392.906267160909,545.471961738668,646.637225505893,388.621945885753,328.382639923437
"ENSG00000008394",432.617696128192,283.202487529366,969.872057913794,515.684241391614,496.150725825703,235.568394984269,547.059165219381,179.975020139051
"ENSG00000008405",362.74270100619,384.034221267348,386.800258102431,400.93210546723,458.28143995726,350.981834490046,499.948450018191,460.788827034728
"ENSG00000008438",44.8625993763416,16.9500251992668,22.5194790705248,27.3571477966561,87.0293751242545,26.8839086483245,53.1481923122885,47.880009255885
"ENSG00000008441",264.411357754471,271.648374119076,212.16825395386,233.420075261831,380.644314566794,106.806664036712,335.631636307783,142.572424917709
"ENSG00000008513",2827.90698074276,3795.55815121693,2446.2827844726,3041.35348912494,2972.07060661643,1926.6354587709,3284.17054242855,3081.96827295692
"ENSG00000008516",596.103092018816,1123.27535593789,630.141837954366,465.407786831605,741.845006438029,890.265529657123,686.976474509684,404.785058406432
"ENSG00000008517",7142.48848713733,5573.89688314836,1938.8615679231,5126.57593959295,5970.08346406255,16295.0499246951,5064.10259686223,4029.32571084828
"ENSG00000008710",1442.52381388935,2217.01752032725,815.829660611597,1322.39229158334,1308.53758255631,2689.32596921921,1755.94141497575,2418.21357244312
"ENSG00000008735",14.71916156209,9.37194356569577,1.90256750901962,11.8049380935119,15.9164317434117,5.87271676683621,12.9802589464642,9.41202340114372
"ENSG00000008838",1160.87952202169,1305.89052503532,1110.84092683116,1253.97496889173,1098.49466158555,1006.17106769616,1311.43635631247,1545.49834067935
"ENSG00000008853",644.504810336011,998.15983632061,358.741229104222,800.698721954828,700.015944672484,487.956758988627,663.607364690625,728.981338403617
"ENSG00000008869",735.855209644796,1252.86092768979,865.753477177316,1413.78318369913,1246.15781220042,981.584748912426,1170.6422542489,1205.52587975055
"ENSG00000008952",2988.14307925504,1716.05022797033,2821.91715551248,2365.57282818716,2477.39978961654,850.943465130761,2564.55204013068,2061.41530770395
"ENSG00000008988",18280.5747296605,15661.4704289313,18668.7869030549,24520.5840064873,20520.9517765544,39011.5942213639,19862.3839824155,27298.3890891787
"ENSG00000009307",11293.6426158468,11700.2547888233,13696.6902270538,12274.5768697796,13817.4778748894,7517.67086764066,12612.9482622135,10250.0618707662
"ENSG00000009335",1872.38807480904,1628.10622234277,2077.87848557481,2281.98613424402,1968.43677177305,1328.4464905478,2057.82002191244,1793.67551310997
"ENSG00000009413",395.157919451309,1230.10642838009,791.175916618562,898.455285029205,467.78194364454,867.791428596546,820.857384236991,1018.04762526338
"ENSG00000009694",32.0458655735181,159.318349987051,67.0758263299357,56.7591472807712,55.2123019485545,13.4641579447117,185.649732680427,164.020775003684
"ENSG00000009724",11.1907877807587,68.9531826855839,29.5279816611259,41.8198247717552,41.9445070536369,24.7162799167637,57.4249195224804,89.8362008823694
"ENSG00000009780",194.526406577198,248.403346428116,238.39068196526,254.085719368985,224.02580145048,228.790805510607,282.312676015615,264.735038265058
"ENSG00000009790",3349.40877458022,4285.88841910167,3236.5116371163,3083.87139657797,3416.24351385513,5640.45600315467,3041.07883825025,4394.02817083297
"ENSG00000009830",109.168046208411,86.6470076940428,86.1119816625247,85.6976532192621,76.0844863370427,59.7574168793897,119.693135581584,146.170273629258
"ENSG00000009844",987.347721085174,596.593587131433,1215.05459195711,941.245715111905,866.251721095848,617.763047551454,1126.42546363057,828.528243354108
"ENSG00000009954",1932.64816931638,3413.97949209928,2304.35790342776,2211.44208226371,1832.57553057128,1326.12272596235,2250.45869204289,2226.089516213
"ENSG00000010017",762.853334627033,1359.55502515719,1090.46712768718,932.627431210173,753.505262345645,891.172879011834,858.162852169142,1040.51821481036
"ENSG00000010030",72.1242185096274,32.2435945071044,23.7742447738092,6.42651682973988,32.6021081076976,12.6636463739025,46.2377434060035,67.3288382097509
"ENSG00000010072",189.382256761107,210.554657717345,223.245092917305,179.535901571702,172.358507083082,128.485352928951,208.943293715449,188.027992616298
"ENSG00000010165",982.171816956658,672.093230553009,929.619725860888,917.276636762661,809.523715572053,1229.39290804522,950.035632813077,860.222148936164
"ENSG00000010219",197.087949917106,173.989099931874,204.223256014217,155.317187863869,158.48928254929,204.390334290207,164.073012217829,257.44184248961
"ENSG00000010244",2447.49067198654,2561.32919183156,3394.26479345327,3120.0740124297,2669.31306507073,3376.10629152541,2933.78208083938,2987.07804975914
"ENSG00000010256",2643.98161293315,1716.22210321399,2488.16939674384,2109.19258537063,2398.55491156948,3264.78012137693,2369.91835242218,1575.85066321798
"ENSG00000010270",736.217634020813,538.966494677183,845.655133102207,823.82317043612,652.124714008918,674.363526105646,783.546668864658,573.170058421787
